comid;latitude;longitude;river;location1;location2
9024841;-0.41446;-77.35628;Rio Payami;NAPO;EL CHACO
9024847;-0.40019;-76.60004;;SUCUMBIOS;SHUSHUFINDI
9024848;-0.36237;-76.56178;;SUCUMBIOS;SHUSHUFINDI
9024860;-0.40361;-77.82465;Rio Quijos;NAPO;EL CHACO
9024865;-0.40744;-77.14645;;ORELLANA;ORELLANA
9024868;-0.38249;-79.51549;Rio Cajone;MANABI;EL CARMEN
9024869;-0.36948;-76.68293;Rio Jivino;SUCUMBIOS;SHUSHUFINDI
9024870;-0.42325;-76.61416;Rio Chicta;SUCUMBIOS;SHUSHUFINDI
9024872;-0.41323;-80.06927;Rio Yescas;MANABI;CHONE
9024874;-0.42677;-76.6057;;SUCUMBIOS;SHUSHUFINDI
9024875;-0.41684;-76.57514;;ORELLANA;ORELLANA
9024882;-0.4298;-80.0341;Rio Zapall;MANABI;CHONE
9024883;-0.38438;-79.47151;Rio Pupusa;MANABI;EL CARMEN
9024890;-0.32657;-80.30039;Rio Marian;MANABI;JAMA
9024891;-0.39634;-76.80232;;ORELLANA;LA JOYA DE
9024893;-0.40987;-78.02711;Rio Quijos;NAPO;QUIJOS
9024894;-0.41901;-76.6911;Rio Quince;ORELLANA;LA JOYA DE
9024895;-0.43085;-76.53028;;SUCUMBIOS;SHUSHUFINDI
9024900;-0.40158;-76.1583;;SUCUMBIOS;SHUSHUFINDI
9024916;-0.40671;-78.80075;Rio Pilato;PICHINCHA;MEJIA
9024917;-0.43639;-78.73365;Rio Naranj;PICHINCHA;MEJIA
9024920;-0.40968;-78.92973;Rio Toachi;COTOPAXI;SIGCHOS
9024921;-0.44248;-76.77095;;ORELLANA;ORELLANA
9024925;-0.43979;-76.80526;;ORELLANA;LA JOYA DE
9024930;-0.42136;-76.83341;Rio Huamay;ORELLANA;LA JOYA DE
9024931;-0.44604;-78.95354;Rio Negro;COTOPAXI;SIGCHOS
9024939;-0.44775;-78.76053;Rio Corazo;PICHINCHA;MEJIA
9024943;-0.4392;-77.84341;Rio Quijos;NAPO;QUIJOS
9024944;-0.44783;-76.27233;;SUCUMBIOS;SHUSHUFINDI
9024945;-0.44636;-76.1782;;ORELLANA;ORELLANA
9024948;-0.34873;-77.27549;Rio Paushi;ORELLANA;ORELLANA
9024949;-0.44878;-76.67202;;ORELLANA;LA JOYA DE
9024954;-0.43352;-75.37808;;;
9024957;-0.40173;-79.60391;Rio Las Va;MANABI;EL CARMEN
9024961;-0.4191;-80.44914;Rio Muchac;MANABI;SAN VICENT
9024967;-0.44291;-80.04512;Rio Yescas;MANABI;CHONE
9024968;-0.44611;-77.14724;Rio Payami;ORELLANA;ORELLANA
9024971;-0.45914;-79.61016;Rio De Oro;MANABI;EL CARMEN
9024972;-0.44264;-79.59567;Rio La Esp;MANABI;EL CARMEN
9024973;-0.43411;-77.39339;Rio Cachiy;NAPO;EL CHACO
9024979;-0.38215;-79.75592;Rio La Mor;MANABI;FLAVIO ALF
9024980;-0.44529;-77.81135;Rio Borja;NAPO;QUIJOS
9024982;-0.4591;-75.3263;;;
9024983;-0.45345;-77.91299;Rio Quijos;NAPO;QUIJOS
9024984;-0.46249;-75.31548;;;
9024991;-0.39714;-75.64112;;SUCUMBIOS;CUYABENO
9025004;-0.46486;-79.60466;Rio De Oro;MANABI;EL CARMEN
9025005;-0.45068;-79.57387;Rio Pupusa;MANABI;EL CARMEN
9025009;-0.46316;-75.34162;;SUCUMBIOS;CUYABENO
9025012;-0.43682;-76.98338;;ORELLANA;ORELLANA
9025013;-0.46154;-76.895;;ORELLANA;ORELLANA
9025021;-0.44873;-75.77921;Quebrada J;ORELLANA;AGUARICO
9025022;-0.40721;-79.26288;Rio Baba;SANTO DOMINGO;SANTO DOMINGO
9025023;-0.47037;-79.28422;Rio Bolo;SANTO DOMINGO;SANTO DOMINGO
9025025;-0.46833;-79.64582;Rio De Oro;MANABI;EL CARMEN
9025040;-0.44346;-77.04603;Rio Payami;ORELLANA;ORELLANA
9025044;-0.47645;-76.9825;;ORELLANA;ORELLANA
9025047;-0.46111;-76.49293;;SUCUMBIOS;SHUSHUFINDI
9025050;-0.44497;-79.80008;Rio Pescad;MANABI;FLAVIO ALF
9025051;-0.47363;-79.69447;Rio De Oro;MANABI;FLAVIO ALF
9025052;-0.43687;-78.414;Rio Pita;PICHINCHA;RUMIÑAHUI
9025053;-0.43544;-78.3452;Rio Chacau;PICHINCHA;QUITO
9025054;-0.47983;-77.6061;Rio Suno;NAPO;QUIJOS
9025055;-0.44671;-77.58245;Rio Molino;NAPO;EL CHACO
9025078;-0.49104;-78.44019;Rio Salto;PICHINCHA;MEJIA
9025079;-0.44596;-77.30366;Rio Payami;ORELLANA;LORETO
9025087;-0.48738;-76.48397;;ORELLANA;ORELLANA
9025090;-0.48864;-77.00482;Rio Napo;ORELLANA;ORELLANA
9025096;-0.48802;-77.21898;Rio Payami;ORELLANA;LORETO
9025116;-0.46494;-76.56557;;ORELLANA;ORELLANA
9025117;-0.50743;-77.04314;;ORELLANA;ORELLANA
9025119;-0.50336;-76.64922;;ORELLANA;ORELLANA
9025126;-0.5119;-76.60553;;ORELLANA;ORELLANA
9025140;-0.49188;-76.36537;;SUCUMBIOS;SHUSHUFINDI
9025151;-0.4719;-77.38651;Rio Bigay;NAPO;EL CHACO
9025152;-0.49478;-75.58734;;SUCUMBIOS;CUYABENO
9025169;-0.49944;-75.75728;;ORELLANA;AGUARICO
9025179;-0.5209;-76.85639;Rio Curiya;ORELLANA;ORELLANA
9025181;-0.5054;-79.80874;Rio De Oro;MANABI;FLAVIO ALF
9025182;-0.49138;-76.77922;Rio Curiya;ORELLANA;ORELLANA
9025206;-0.4832;-78.04038;Rio Quijos;NAPO;QUIJOS
9025212;-0.45391;-78.85957;Rio Sarapu;COTOPAXI;SIGCHOS
9025216;-0.52482;-75.64398;;ORELLANA;AGUARICO
9025217;-0.51078;-77.31156;Rio Payami;ORELLANA;LORETO
9025229;-0.51006;-75.46914;;SUCUMBIOS;CUYABENO
9025237;-0.52643;-79.72681;Rio De Oro;MANABI;FLAVIO ALF
9025238;-0.54239;-78.7791;;COTOPAXI;SIGCHOS
9025241;-0.54499;-78.80444;Rio Yacuch;COTOPAXI;SIGCHOS
9025248;-0.53126;-75.76884;;ORELLANA;AGUARICO
9025249;-0.49609;-76.05554;;SUCUMBIOS;SHUSHUFINDI
9025255;-0.52641;-80.33995;Rio Bricen;MANABI;SAN VICENT
9025257;-0.54989;-75.48269;;SUCUMBIOS;CUYABENO
9025259;-0.54244;-75.5411;;SUCUMBIOS;CUYABENO
9025266;-0.5555;-76.0017;;ORELLANA;AGUARICO
9025271;-0.55004;-76.07564;Rio Yuturi;ORELLANA;ORELLANA
9025287;-0.54969;-79.80136;Rio Plata;MANABI;CHONE
9025288;-0.54572;-79.56772;Rio Armadi;MANABI;MANGA DEL
9025289;-0.56179;-79.55275;Estero Nan;MANABI;MANGA DEL
9025297;-0.53691;-77.04556;;ORELLANA;ORELLANA
9025337;-0.56309;-75.49364;Quebrada Z;ORELLANA;AGUARICO
9025343;-0.5566;-76.85535;Rio Indill;ORELLANA;ORELLANA
9025344;-0.56715;-76.0027;;ORELLANA;ORELLANA
9025398;-0.52863;-79.33354;Rio Baba;SANTO DOMINGO;SANTO DOMINGO
9025405;-0.6011;-91.06207;;GALAPAGOS;ISABELA
9025406;-0.45691;-78.53724;Rio Blanco;PICHINCHA;MEJIA
9025407;-0.47602;-79.44288;Rio Peripa;SANTO DOMINGO;SANTO DOMINGO
9025408;-0.52785;-79.42517;Rio Congom;SANTO DOMINGO;SANTO DOMINGO
9025410;-0.5861;-79.29558;Rio Bimbe;SANTO DOMINGO;SANTO DOMINGO
9025440;-0.5579;-78.4182;Rio Pita;PICHINCHA;QUITO
9025456;-0.5838;-77.15111;Rio Napo;ORELLANA;LORETO
9025470;-0.59408;-75.87876;;ORELLANA;AGUARICO
9025472;-0.62786;-76.58995;;ORELLANA;ORELLANA
9025488;-0.62819;-77.9114;Rio Aliso;NAPO;QUIJOS
9025492;-0.55547;-77.87214;Rio Cosang;NAPO;QUIJOS
9025514;-0.55269;-75.26149;;SUCUMBIOS;CUYABENO
9025533;-0.62714;-76.26676;;ORELLANA;ORELLANA
9025536;-0.60502;-75.35406;;SUCUMBIOS;CUYABENO
9025562;-0.64961;-77.93857;Rio Cosang;NAPO;QUIJOS
9025563;-0.63497;-79.35738;Rio Baba;LOS RIOS;BUENA FE
9025568;-0.6543;-76.80198;Rio Rumiya;ORELLANA;ORELLANA
9025569;-0.65542;-76.36702;;ORELLANA;ORELLANA
9025573;-0.65853;-79.99177;Rio Mosqui;MANABI;CHONE
9025578;-0.63303;-76.43338;Rio Tiputi;ORELLANA;ORELLANA
9025579;-0.65823;-75.78953;;ORELLANA;AGUARICO
9025585;-0.65361;-76.53398;;ORELLANA;ORELLANA
9025590;-0.6217;-79.55303;Rio Armadi;MANABI;MANGA DEL
9025591;-0.63729;-79.51546;Rio Peripa;LOS RIOS;MANGA DEL
9025598;-0.57157;-78.91755;Rio Toachi;COTOPAXI;SIGCHOS
9025601;-0.63873;-80.03909;Rio Garrap;MANABI;CHONE
9025602;-0.67365;-80.0412;Rio Chone;MANABI;CHONE
9025626;-0.67424;-80.32057;;;
9025635;-0.68687;-79.65125;;MANABI;CHONE
9025636;-0.58239;-79.62122;Rio De Oro;MANABI;EL CARMEN
9025640;-0.64323;-80.0968;Rio Rancho;MANABI;CHONE
9025641;-0.62573;-77.11369;;ORELLANA;ORELLANA
9025665;-0.69385;-80.17786;;MANABI;CHONE
9025666;-0.69237;-80.08622;Rio Chone;MANABI;CHONE
9025671;-0.61706;-79.2002;Rio Toachi;SANTO DOMINGO;SANTO DOMINGO
9025672;-0.68371;-78.83699;Rio Quitit;COTOPAXI;SIGCHOS
9025684;-0.69959;-80.14984;;MANABI;CHONE
9025707;-0.67665;-80.25666;Rio Chone;MANABI;CHONE
9025708;-0.70198;-78.27604;Rio Valle;NAPO;ARCHIDONA
9025713;-0.69333;-79.53799;;LOS RIOS;BUENA FE
9025714;-0.69155;-79.50209;Rio Chaune;LOS RIOS;BUENA FE
9025717;-0.70649;-80.19059;;MANABI;CHONE
9025718;-0.68869;-76.36021;Rio Tiputi;ORELLANA;ORELLANA
9025723;-0.67114;-76.69094;Rio Tiputi;ORELLANA;ORELLANA
9025738;-0.70757;-79.06667;Rio Amanta;COTOPAXI;LA MANA
9025739;-0.71057;-77.37821;Rio Munino;ORELLANA;LORETO
9025745;-0.65645;-76.10053;;ORELLANA;AGUARICO
9025749;-0.69673;-76.29474;Rio Tiputi;ORELLANA;ORELLANA
9025756;-0.6788;-77.43619;Rio Chacay;ORELLANA;LORETO
9025760;-0.66432;-91.04984;;GALAPAGOS;ISABELA
9025772;-0.71747;-78.29523;Rio Tambo;NAPO;ARCHIDONA
9025790;-0.72251;-77.37344;Rio Munino;ORELLANA;LORETO
9025796;-0.71833;-77.45001;Rio Huatar;ORELLANA;LORETO
9025803;-0.72126;-76.07325;;ORELLANA;AGUARICO
9025809;-0.70905;-77.15561;Rio Suno;NAPO;TENA
9025820;-0.70419;-79.98718;Rio Grande;MANABI;CHONE
9025821;-0.71248;-78.19766;Rio Valle;NAPO;ARCHIDONA
9025822;-0.6345;-78.1737;Rio Antisa;NAPO;ARCHIDONA
9025832;-0.72142;-76.7693;Rio Tiputi;ORELLANA;ORELLANA
9025847;-0.61714;-77.37978;Rio Suno;ORELLANA;LORETO
9025848;-0.73903;-77.19496;Rio Suno;ORELLANA;LORETO
9025858;-0.73784;-90.43154;;GALAPAGOS;SANTA CRUZ
9025879;-0.69467;-79.73104;Rio Pescad;MANABI;CHONE
9025880;-0.72324;-79.66073;;MANABI;MANGA DEL
9025884;-0.72644;-90.91062;;GALAPAGOS;ISABELA
9025895;-0.73625;-80.20976;;MANABI;TOSAGUA
9025913;-0.7655;-77.64245;Rio Hollin;NAPO;ARCHIDONA
9025916;-0.76672;-80.50813;;MANABI;SUCRE
9025917;-0.73944;-79.05486;Rio Yacuch;COTOPAXI;LA MANA
9025930;-0.68577;-77.7016;Rio Hollin;NAPO;ARCHIDONA
9025936;-0.75962;-78.07405;Rio Antisa;NAPO;ARCHIDONA
9025937;-0.73903;-78.02003;Rio Verdey;NAPO;ARCHIDONA
9025945;-0.76855;-80.19471;;MANABI;TOSAGUA
9025951;-0.77264;-80.20633;;MANABI;TOSAGUA
9025953;-0.75841;-77.32702;Rio Huatar;ORELLANA;LORETO
9025954;-0.76328;-77.24156;Rio Huatar;ORELLANA;LORETO
9025994;-0.7168;-78.58387;Rio Cutuch;COTOPAXI;LATACUNGA
9026003;-0.78245;-79.69223;;MANABI;PICHINCHA
9026004;-0.77538;-79.67776;;MANABI;MANGA DEL
9026005;-0.77897;-78.59729;Rio Saquim;COTOPAXI;LATACUNGA
9026012;-0.74413;-77.57533;Rio Pucuno;NAPO;ARCHIDONA
9026018;-0.78179;-77.48758;Rio Pucuno;ORELLANA;LORETO
9026021;-0.80109;-77.55953;Rio Copa;NAPO;ARCHIDONA
9026035;-0.79397;-80.18188;;MANABI;TOSAGUA
9026036;-0.80534;-77.43139;Rio Cotapi;ORELLANA;LORETO
9026039;-0.79669;-80.22182;;MANABI;TOSAGUA
9026041;-0.79704;-76.58835;;ORELLANA;ORELLANA
9026042;-0.77082;-76.45898;Rio Tivacu;ORELLANA;ORELLANA
9026044;-0.79488;-80.13242;Rio Canuto;MANABI;CHONE
9026045;-0.81072;-77.00875;;ORELLANA;ORELLANA
9026046;-0.74994;-76.92539;Rio Tiputi;ORELLANA;ORELLANA
9026073;-0.79708;-91.34282;;GALAPAGOS;ISABELA
9026099;-0.71343;-75.62743;;ORELLANA;AGUARICO
9026110;-0.80085;-78.51438;Rio Alaque;COTOPAXI;LATACUNGA
9026111;-0.82476;-78.51151;Rio Tulugc;COTOPAXI;LATACUNGA
9026119;-0.81878;-79.41023;Rio Chila;LOS RIOS;VALENCIA
9026120;-0.7295;-79.28312;Rio Lulu G;LOS RIOS;VALENCIA
9026124;-0.82921;-78.24938;Rio Huahui;NAPO;TENA
9026136;-0.81117;-77.34911;Rio Pucuno;ORELLANA;LORETO
9026137;-0.7484;-75.77501;Rio Tiputi;ORELLANA;AGUARICO
9026144;-0.81328;-80.22246;;MANABI;TOSAGUA
9026155;-0.8147;-78.02464;Rio Verdey;NAPO;ARCHIDONA
9026159;-0.83675;-90.8544;;GALAPAGOS;ISABELA
9026160;-0.81892;-78.61774;Rio Cutuch;COTOPAXI;LATACUNGA
9026161;-0.83319;-78.61048;Rio Saquim;COTOPAXI;LATACUNGA
9026162;-0.82595;-77.98896;;NAPO;ARCHIDONA
9026163;-0.83027;-77.0223;;ORELLANA;ORELLANA
9026164;-0.77496;-76.73471;;ORELLANA;ORELLANA
9026165;-0.74569;-75.25898;;;
9026168;-0.84222;-78.28913;Rio Chalup;NAPO;TENA
9026173;-0.7582;-79.58657;Rio Peripa;LOS RIOS;BUENA FE
9026174;-0.8414;-79.59163;;LOS RIOS;BUENA FE
9026175;-0.82048;-77.71014;Rio Chonta;NAPO;ARCHIDONA
9026176;-0.81615;-77.66579;Rio Hollin;NAPO;ARCHIDONA
9026182;-0.7846;-75.3269;;ORELLANA;AGUARICO
9026189;-0.81824;-75.90308;;ORELLANA;AGUARICO
9026190;-0.83514;-75.84491;;ORELLANA;AGUARICO
9026201;-0.85727;-76.49322;;ORELLANA;AGUARICO
9026207;-0.83076;-76.61903;;ORELLANA;ORELLANA
9026211;-0.82748;-80.50239;Rio Portov;MANABI;SUCRE
9026215;-0.85608;-77.70984;Rio Hollin;NAPO;ARCHIDONA
9026219;-0.79587;-77.7682;Rio Jondac;NAPO;ARCHIDONA
9026227;-0.77831;-79.21948;Rio Quindi;LOS RIOS;VALENCIA
9026233;-0.84598;-79.28798;Rio Mangui;LOS RIOS;VALENCIA
9026271;-0.8688;-76.48813;;ORELLANA;AGUARICO
9026273;-0.84338;-79.69769;;MANABI;MANGA DEL
9026304;-0.84577;-79.78098;Rio Congui;MANABI;PICHINCHA
9026308;-0.85685;-80.13364;Rio Carriz;MANABI;BOLIVAR
9026309;-0.8684;-80.01906;Rio Barro;MANABI;BOLIVAR
9026310;-0.88602;-79.76728;;MANABI;PICHINCHA
9026311;-0.89133;-79.04485;Rio Chiqui;COTOPAXI;SIGCHOS
9026317;-0.78541;-78.88024;Rio Toachi;COTOPAXI;SIGCHOS
9026319;-0.88248;-79.66235;;MANABI;MANGA DEL
9026323;-0.80642;-77.20314;Rio Napo;ORELLANA;ORELLANA
9026345;-0.87301;-78.62292;Rio Cutuch;COTOPAXI;LATACUNGA
9026346;-0.85916;-78.5942;Rio Alaque;COTOPAXI;LATACUNGA
9026360;-0.8976;-79.74457;;MANABI;PICHINCHA
9026361;-0.89183;-79.73201;;GUAYAS;EMPALME
9026362;-0.85024;-76.21399;;ORELLANA;AGUARICO
9026371;-0.87063;-79.42248;;LOS RIOS;VALENCIA
9026372;-0.89613;-79.40122;Estero Pis;LOS RIOS;VALENCIA
9026378;-0.89437;-80.44286;Rio Bachil;MANABI;ROCAFUERTE
9026380;-0.76893;-79.44328;Rio Baba;LOS RIOS;VALENCIA
9026381;-0.90991;-79.4398;;LOS RIOS;VALENCIA
9026382;-0.88515;-75.8168;;ORELLANA;AGUARICO
9026383;-0.90381;-75.77628;;ORELLANA;AGUARICO
9026384;-0.89405;-76.73863;;ORELLANA;ORELLANA
9026405;-0.85757;-76.34207;;ORELLANA;AGUARICO
9026410;-0.87199;-75.45861;;ORELLANA;AGUARICO
9026413;-0.90809;-78.87309;Rio Tigua;COTOPAXI;PUJILI
9026419;-0.88058;-79.12353;Rio Pilalo;COTOPAXI;PUJILI
9026420;-0.92473;-79.17369;Rio Puembo;COTOPAXI;PUJILI
9026421;-0.92177;-76.24668;;ORELLANA;AGUARICO
9026422;-0.91636;-76.16353;Rio Yasuni;ORELLANA;AGUARICO
9026427;-0.92581;-76.21005;Rio Yasuni;ORELLANA;AGUARICO
9026429;-0.84418;-77.32572;Rio Bueno;ORELLANA;LORETO
9026435;-0.92854;-80.20313;;MANABI;JUNIN
9026436;-0.87031;-80.1818;Rio Mosca;MANABI;BOLIVAR
9026441;-0.9158;-78.62531;Rio Cutuch;COTOPAXI;LATACUNGA
9026442;-0.91525;-78.59276;Rio Yurahu;COTOPAXI;LATACUNGA
9026443;-0.88596;-75.22731;;ORELLANA;AGUARICO
9026446;-0.78878;-75.41638;;ORELLANA;AGUARICO
9026449;-0.91478;-77.32346;;NAPO;TENA
9026459;-0.91526;-79.05222;Rio Pilalo;COTOPAXI;PUJILI
9026484;-0.86384;-78.11736;Rio Chalup;NAPO;TENA
9026485;-0.89623;-78.01031;Rio Verdey;NAPO;TENA
9026493;-0.91375;-76.71932;;ORELLANA;ORELLANA
9026498;-0.92446;-76.02218;Rio Yasuni;ORELLANA;AGUARICO
9026501;-0.83442;-78.68141;Rio Pumacu;COTOPAXI;SAQUISILI
9026502;-0.93803;-78.61748;Rio Cutuch;COTOPAXI;LATACUNGA
9026506;-0.94399;-78.03895;Rio Verdey;NAPO;TENA
9026513;-0.94445;-75.90792;;ORELLANA;AGUARICO
9026519;-0.9101;-79.36328;Rio San Pa;LOS RIOS;VALENCIA
9026521;-0.94191;-80.18745;Rio Mosca;MANABI;JUNIN
9026527;-0.91608;-78.89427;Rio Zumbag;COTOPAXI;PUJILI
9026528;-0.94747;-78.04922;Rio Tigrey;NAPO;TENA
9026532;-0.93472;-79.30117;Rio San Pa;COTOPAXI;LA MANA
9026533;-0.87368;-76.97755;Rio Tihuac;ORELLANA;ORELLANA
9026535;-0.94456;-90.97863;;GALAPAGOS;ISABELA
9026545;-0.9345;-79.44858;Rio Queved;LOS RIOS;BUENA FE
9026548;-0.94484;-90.93324;;GALAPAGOS;ISABELA
9026549;-0.95076;-80.60845;;MANABI;JARAMIJO
9026563;-0.95576;-79.43733;Estero Bar;LOS RIOS;QUEVEDO
9026564;-0.93213;-78.28517;Rio Langoa;NAPO;TENA
9026567;-0.91399;-80.46865;Rio Portov;MANABI;ROCAFUERTE
9026578;-0.95704;-80.68631;;MANABI;MANTA
9026590;-0.92097;-77.7354;Rio Hollin;NAPO;ARCHIDONA
9026598;-0.95406;-75.21004;;;
9026608;-0.92699;-75.52023;Rio Salado;ORELLANA;AGUARICO
9026609;-0.94859;-75.40325;Rio Yasuni;ORELLANA;AGUARICO
9026623;-0.95039;-75.35212;;;
9026626;-0.96678;-78.66655;Rio Isinch;COTOPAXI;PUJILI
9026628;-0.96198;-75.87812;;ORELLANA;AGUARICO
9026629;-0.87635;-75.98609;Rio Rumiya;ORELLANA;AGUARICO
9026634;-0.97269;-78.24849;Rio Ana Te;NAPO;TENA
9026635;-0.98396;-75.30644;;ORELLANA;AGUARICO
9026643;-0.87653;-77.81377;Rio Misahu;NAPO;ARCHIDONA
9026644;-0.97886;-77.77006;Rio Misahu;NAPO;TENA
9026645;-0.97898;-75.23977;;;
9026648;-0.9838;-75.32983;;;
9026651;-0.94344;-80.03037;Rio Carriz;MANABI;BOLIVAR
9026656;-0.96779;-78.61328;Rio Cutuch;COTOPAXI;LATACUNGA
9026657;-0.95146;-78.56967;Rio Lluchi;COTOPAXI;LATACUNGA
9026658;-0.98765;-77.79636;Rio Misahu;NAPO;TENA
9026665;-0.97522;-77.84471;Rio Tena;NAPO;TENA
9026680;-0.98288;-77.49958;;NAPO;TENA
9026681;-0.93705;-77.40562;Rio Napo;NAPO;TENA
9026682;-0.9852;-75.42313;Rio Yasuni;ORELLANA;AGUARICO
9026707;-0.99311;-78.66116;Rio Isinch;COTOPAXI;PUJILI
9026717;-0.99793;-78.59925;Rio Cutuch;COTOPAXI;LATACUNGA
9026718;-1.00031;-75.45141;;ORELLANA;AGUARICO
9026721;-0.9927;-78.62531;Rio Isinch;COTOPAXI;PUJILI
9026726;-0.97985;-76.2761;Rio Dicaro;ORELLANA;AGUARICO
9026727;-0.9965;-75.31662;;;
9026731;-0.99194;-77.00614;Rio Wagran;ORELLANA;ORELLANA
9026750;-1.00556;-79.62729;Estero Chi;GUAYAS;EMPALME
9026751;-1.00609;-77.83585;Rio Pano;NAPO;TENA
9026756;-0.97242;-79.5725;Rio Congo;GUAYAS;EMPALME
9026757;-1.01083;-76.9342;Rio Shirip;ORELLANA;ORELLANA
9026761;-0.96505;-75.78223;;ORELLANA;AGUARICO
9026762;-1.01363;-75.7785;;ORELLANA;AGUARICO
9026771;-1.0075;-91.15678;;GALAPAGOS;ISABELA
9026775;-1.02125;-75.77708;;ORELLANA;AGUARICO
9026788;-1.01562;-77.08384;Rio Shirip;PASTAZA;ARAJUNO
9026812;-1.01204;-75.81217;Rio Pindoy;ORELLANA;AGUARICO
9026813;-1.00133;-91.21731;;GALAPAGOS;ISABELA
9026818;-0.98969;-77.69876;Rio Misahu;NAPO;TENA
9026819;-0.9676;-77.61113;;NAPO;TENA
9026823;-1.01572;-79.68391;Rio Limon;GUAYAS;EMPALME
9026824;-1.02889;-79.66466;Rio Congo;GUAYAS;EMPALME
9026846;-1.02371;-78.59751;Rio Cutuch;COTOPAXI;SALCEDO
9026847;-1.04076;-78.59258;Quebrada C;COTOPAXI;SALCEDO
9026852;-1.03725;-76.95041;;ORELLANA;ORELLANA
9026872;-1.01256;-80.36581;Rio Chico;MANABI;PORTOVIEJO
9026873;-1.03769;-80.24578;Rio Chamot;MANABI;PORTOVIEJO
9026881;-1.00699;-78.00779;Rio Verdey;NAPO;TENA
9026889;-1.04764;-79.836;Rio Solano;MANABI;PICHINCHA
9026890;-0.98382;-79.78574;Rio Daule;GUAYAS;EMPALME
9026894;-1.02633;-77.50379;;NAPO;TENA
9026905;-1.04214;-77.73538;Rio Napo;NAPO;TENA
9026908;-1.05875;-78.41563;Rio Talata;TUNGURAHUA;SANTIAGO DOMINGO
9026920;-1.05205;-78.60244;Rio Cutuch;COTOPAXI;SALCEDO
9026921;-1.04894;-77.62895;Rio Napo;NAPO;TENA
9026923;-1.02023;-76.51597;Rio Conona;ORELLANA;AGUARICO
9026927;-1.05785;-80.25059;Rio La Tra;MANABI;PORTOVIEJO
9026931;-1.06227;-78.4165;Rio Talata;TUNGURAHUA;SANTIAGO DOMINGO
9026940;-1.01303;-78.18821;Rio Mulato;NAPO;TENA
9026945;-1.05258;-78.08046;Rio Yarepa;NAPO;TENA
9026947;-1.05893;-78.68433;Rio Nagsic;COTOPAXI;PUJILI
9026948;-1.06782;-78.51124;Quebrada C;COTOPAXI;SALCEDO
9026949;-1.04693;-77.57028;;NAPO;TENA
9026950;-1.06278;-77.54681;;NAPO;TENA
9026951;-1.04117;-76.61759;Rio Conona;ORELLANA;ORELLANA
9026956;-1.05127;-75.59437;;ORELLANA;AGUARICO
9026967;-1.06211;-78.54912;Rio Yanaya;TUNGURAHUA;SANTIAGO DOMINGO
9026971;-1.06952;-78.59091;Rio Cutuch;COTOPAXI;SALCEDO
9026975;-1.03941;-75.46539;Rio Yasuni;ORELLANA;AGUARICO
9026977;-1.01034;-79.18645;Rio Calope;COTOPAXI;PANGUA
9026978;-1.03223;-76.07019;;ORELLANA;AGUARICO
9026986;-1.07684;-78.09243;Rio Mulato;NAPO;TENA
9026987;-1.08068;-79.3099;Rio Jallig;COTOPAXI;PANGUA
9026988;-1.07187;-78.14385;Rio Mulato;NAPO;TENA
9026989;-1.07125;-78.02236;Rio Mulato;NAPO;TENA
9026992;-1.08112;-76.0012;;ORELLANA;AGUARICO
9027000;-1.07649;-77.85978;Rio Jatuny;NAPO;TENA
9027006;-1.03787;-80.72427;Rio Manta;MANABI;MONTECRIST
9027019;-1.07527;-77.95663;Rio Jatuny;NAPO;TENA
9027022;-1.07043;-78.46567;Rio Yanaya;COTOPAXI;SALCEDO
9027030;-1.07701;-77.54425;Rio Gusano;NAPO;TENA
9027043;-1.08553;-78.56711;Rio Cutuch;COTOPAXI;SALCEDO
9027044;-1.07107;-75.65127;;ORELLANA;AGUARICO
9027065;-1.08941;-78.20968;Rio Parcay;NAPO;TENA
9027087;-1.09835;-78.11885;Rio Negroy;NAPO;TENA
9027101;-1.1121;-78.57678;Quebrada G;COTOPAXI;SALCEDO
9027115;-1.0909;-79.3788;Rio Chipe;LOS RIOS;QUINSALOMA
9027121;-1.10759;-79.36249;;LOS RIOS;QUINSALOMA
9027122;-1.103;-77.59576;Rio Arajun;NAPO;TENA
9027129;-1.10427;-79.00685;Rio San Fr;COTOPAXI;PANGUA
9027142;-1.10786;-75.9392;;ORELLANA;AGUARICO
9027148;-1.1044;-79.3303;Rio Calope;LOS RIOS;QUINSALOMA
9027149;-1.13166;-79.34013;;LOS RIOS;QUINSALOMA
9027157;-1.13042;-78.95999;Rio Lllall;COTOPAXI;PUJILI
9027160;-1.09882;-79.86823;Rio Daule;MANABI;PICHINCHA
9027163;-1.13354;-79.37088;Rio Chipe;LOS RIOS;VENTANAS
9027164;-1.13747;-79.35438;Rio Calope;LOS RIOS;QUINSALOMA
9027193;-1.12814;-77.9609;Rio Ilocul;NAPO;CARLOS JUL
9027209;-1.145;-79.93968;Rio Tigre;MANABI;PICHINCHA
9027231;-1.11373;-76.97422;;PASTAZA;ARAJUNO
9027256;-1.11567;-76.52031;Rio Conona;ORELLANA;AGUARICO
9027275;-1.06765;-80.43613;Rio Portov;MANABI;PORTOVIEJO
9027280;-1.13349;-76.1153;;ORELLANA;AGUARICO
9027281;-1.1722;-75.35661;;;
9027292;-1.17156;-76.89851;;PASTAZA;ARAJUNO
9027307;-1.13249;-77.70844;Rio Puni;NAPO;TENA
9027310;-1.1102;-76.72654;Rio Shirip;PASTAZA;ARAJUNO
9027383;-1.20304;-80.15284;Rio Chirim;MANABI;SANTA ANA
