comid;latitude;longitude;river;location1;location2
9030198;-1.94864;-78.25501;Rio Sangay;MORONA SANTIAGO;PABLO SEXT
9030201;-1.95187;-77.63035;Rio Oso;PASTAZA;PASTAZA
9030232;-1.95823;-78.00119;Rio Tuna;MORONA SANTIAGO;HUAMBOYA
9030233;-1.96173;-77.90419;Rio Chigua;MORONA SANTIAGO;HUAMBOYA
9030252;-1.93323;-77.35698;;PASTAZA;PASTAZA
9030255;-1.97713;-80.158;Estero de;GUAYAS;ISIDRO AYO
9030259;-1.99344;-77.27532;;PASTAZA;PASTAZA
9030261;-1.90823;-80.24009;Rio Bachil;GUAYAS;PEDRO CARB
9030262;-1.98807;-76.11341;;PASTAZA;PASTAZA
9030263;-1.94589;-76.05065;;PASTAZA;PASTAZA
9030272;-1.94597;-79.70724;Rio Babaho;GUAYAS;SAMBORONDON
9030276;-1.96612;-78.71718;Rio Chipou;CHIMBORAZO;GUAMOTE
9030280;-1.99076;-79.75299;Rio Babaho;GUAYAS;SAMBORONDON
9030322;-1.96339;-76.53991;Rio Conamb;PASTAZA;PASTAZA
9030333;-1.99579;-80.68446;Rio Grande;SANTA ELENA;SANTA ELENA
9030340;-2.02184;-80.73302;;SANTA ELENA;SANTA ELENA
9030343;-2.01093;-76.44047;Rio Conamb;PASTAZA;PASTAZA
9030351;-2.01243;-79.74014;;GUAYAS;SAMBORONDON
9030368;-2.01554;-76.58322;Rio Shuint;PASTAZA;PASTAZA
9030369;-2.02511;-76.46792;;PASTAZA;PASTAZA
9030375;-2.00436;-80.14565;Rio Paco;GUAYAS;ISIDRO AYO
9030384;-2.02881;-79.68261;;GUAYAS;SAMBORONDON
9030386;-1.98889;-77.88826;Rio Shanka;MORONA SANTIAGO;HUAMBOYA
9030419;-2.03054;-76.35828;Rio Shindi;PASTAZA;PASTAZA
9030428;-2.03269;-76.40627;Rio Conamb;PASTAZA;PASTAZA
9030432;-2.03505;-80.70392;Rio Javita;SANTA ELENA;SANTA ELENA
9030433;-1.99085;-80.59028;Rio Javita;SANTA ELENA;SANTA ELENA
9030436;-2.04733;-76.37659;;PASTAZA;PASTAZA
9030439;-2.01244;-77.0009;Rio Pucaya;PASTAZA;PASTAZA
9030442;-2.02413;-77.99152;Rio Chigua;MORONA SANTIAGO;HUAMBOYA
9030453;-1.96178;-79.31561;;LOS RIOS;BABAHOYO
9030459;-1.97784;-76.80206;;PASTAZA;PASTAZA
9030461;-2.03879;-79.72566;;GUAYAS;SAN JACINTO
9030462;-2.04585;-79.70123;;GUAYAS;SAN JACINTO
9030474;-2.05334;-80.67388;;SANTA ELENA;SANTA ELENA
9030492;-2.02962;-80.51434;Rio Balsas;SANTA ELENA;SANTA ELENA
9030512;-2.00016;-77.0908;Rio Bobona;PASTAZA;PASTAZA
9030513;-2.06486;-76.71436;;PASTAZA;PASTAZA
9030528;-2.05103;-79.64099;Estero Cap;GUAYAS;SAN JACINTO
9030558;-2.02764;-78.96409;Rio Coco;CHIMBORAZO;PALLATANGA
9030560;-2.00955;-80.03115;Rio Chico;GUAYAS;GUAYAQUIL
9030564;-2.01101;-79.02224;Rio Chimbo;CHIMBORAZO;PALLATANGA
9030565;-2.0847;-79.01419;Rio Coco;CHIMBORAZO;PALLATANGA
9030575;-1.98672;-79.47897;Rio Los Am;GUAYAS;SIMON BOLIVAR
9030588;-1.98492;-78.62873;Rio Cebada;CHIMBORAZO;GUAMOTE
9030598;-2.07349;-76.57821;Rio Shiona;PASTAZA;PASTAZA
9030633;-2.09777;-78.55116;Rio Yasipa;CHIMBORAZO;GUAMOTE
9030635;-2.03757;-77.46121;;PASTAZA;PASTAZA
9030637;-2.08548;-78.19931;;MORONA SANTIAGO;MORONA
9030640;-2.09625;-77.82895;Rio Pajana;MORONA SANTIAGO;MORONA
9030646;-2.03365;-77.64353;;PASTAZA;PASTAZA
9030672;-2.08201;-80.62452;;SANTA ELENA;SANTA ELENA
9030678;-2.1044;-78.59315;Rio Atillo;CHIMBORAZO;GUAMOTE
9030679;-2.08037;-76.27069;Rio Conamb;PASTAZA;PASTAZA
9030682;-2.10576;-78.962;Rio Maguaz;CHIMBORAZO;PALLATANGA
9030688;-1.98441;-79.37876;Rio Chilin;GUAYAS;SIMON BOLIVAR
9030717;-2.06089;-76.06845;Rio Pintoy;PASTAZA;PASTAZA
9030726;-2.12674;-76.05807;Rio Conamb;PASTAZA;PASTAZA
9030737;-2.0938;-79.68868;;GUAYAS;SAN JACINTO
9030752;-2.11986;-79.51421;Rio Milagr;GUAYAS;MILAGRO
9030753;-2.10544;-76.13841;Rio Garzay;PASTAZA;PASTAZA
9030758;-2.09327;-76.39809;Rio Lagart;PASTAZA;PASTAZA
9030759;-2.13258;-76.1011;Rio Conamb;PASTAZA;PASTAZA
9030763;-2.13157;-79.61038;;GUAYAS;MILAGRO
9030779;-2.14206;-76.40648;;PASTAZA;PASTAZA
9030780;-2.14146;-76.39604;;PASTAZA;PASTAZA
9030796;-2.13094;-76.15364;Rio Conamb;PASTAZA;PASTAZA
9030814;-2.14404;-79.55008;Rio Veneci;GUAYAS;MILAGRO
9030826;-2.06853;-77.18254;;PASTAZA;PASTAZA
9030839;-2.14778;-77.15339;;PASTAZA;PASTAZA
9030845;-2.13111;-78.17218;Rio Upano;MORONA SANTIAGO;MORONA
9030864;-2.15433;-77.36445;;PASTAZA;PASTAZA
9030865;-2.13319;-78.20972;Rio Sangay;MORONA SANTIAGO;MORONA
9030866;-2.09668;-76.45653;Rio Pillah;PASTAZA;PASTAZA
9030880;-2.14359;-77.39981;;MORONA SANTIAGO;TAISHA
9030886;-2.14495;-78.57546;Rio Atillo;CHIMBORAZO;GUAMOTE
9030892;-2.15543;-76.08653;Rio Alusgu;PASTAZA;PASTAZA
9030916;-2.14546;-78.36744;Rio Anguch;MORONA SANTIAGO;MORONA
9030924;-2.13052;-77.83314;Rio Macuma;MORONA SANTIAGO;MORONA
9030943;-2.14812;-76.2179;Rio Andres;PASTAZA;PASTAZA
9030950;-2.06545;-79.91546;Rio Daule;GUAYAS;GUAYAQUIL
9030951;-2.08975;-79.81356;;;
9030952;-2.17714;-79.28339;Estero La;GUAYAS;GNRAL. ANT
9030972;-2.15796;-77.02711;;PASTAZA;PASTAZA
9030973;-2.00856;-77.16927;;PASTAZA;PASTAZA
9030975;-2.17893;-80.75515;Rio San Pa;SANTA ELENA;SANTA ELENA
9030998;-2.19449;-80.48549;Rio Carriz;SANTA ELENA;SANTA ELENA
9030999;-2.19626;-80.45051;Rio Grande;SANTA ELENA;SANTA ELENA
9031000;-2.18182;-77.31938;;MORONA SANTIAGO;TAISHA
9031005;-2.18195;-78.18982;Rio Upano;MORONA SANTIAGO;MORONA
9031006;-2.16732;-77.28343;;PASTAZA;PASTAZA
9031012;-2.17587;-79.15739;Rio Chimbo;GUAYAS;GNRAL. ANT
9031024;-2.19512;-76.26303;;PASTAZA;PASTAZA
9031031;-2.13237;-77.61321;Rio Kusutk;MORONA SANTIAGO;TAISHA
9031035;-2.10411;-77.72554;Rio Macuma;MORONA SANTIAGO;TAISHA
9031037;-2.20148;-78.39963;Rio Upano;MORONA SANTIAGO;MORONA
9031043;-2.18159;-77.07716;;PASTAZA;PASTAZA
9031072;-2.20245;-80.18609;;GUAYAS;GUAYAQUIL
9031073;-2.18961;-80.12996;Rio Chongo;GUAYAS;GUAYAQUIL
9031076;-2.21345;-77.02474;Rio Ishpin;PASTAZA;PASTAZA
9031100;-2.22792;-78.04438;;MORONA SANTIAGO;MORONA
9031112;-2.19808;-79.39178;Rio Chimbo;GUAYAS;CRNEL. MAR
9031123;-2.20612;-78.27783;Rio Upano;MORONA SANTIAGO;MORONA
9031142;-2.20228;-79.57235;Rio Chimbo;GUAYAS;MILAGRO
9031152;-2.23682;-80.00201;;GUAYAS;GUAYAQUIL
9031153;-2.2402;-79.9785;;GUAYAS;GUAYAQUIL
9031154;-2.24187;-79.96354;;GUAYAS;GUAYAQUIL
9031155;-2.15246;-78.80809;Rio Pumach;CHIMBORAZO;ALAUSI
9031156;-2.21466;-77.09356;;PASTAZA;PASTAZA
9031157;-2.22941;-77.05811;Rio Capahu;PASTAZA;PASTAZA
9031165;-2.23696;-78.81004;Rio Zula;CHIMBORAZO;ALAUSI
9031172;-2.18356;-78.60542;Rio Osogoc;CHIMBORAZO;GUAMOTE
9031173;-2.21759;-76.75858;;PASTAZA;PASTAZA
9031174;-2.16393;-76.75912;;PASTAZA;PASTAZA
9031182;-2.2365;-77.99511;Rio Yukipa;MORONA SANTIAGO;MORONA
9031188;-2.21613;-79.84048;;GUAYAS;DURAN
9031197;-2.24451;-79.79441;Estero Bol;GUAYAS;DURAN
9031205;-2.24932;-78.74887;Rio Manzan;CHIMBORAZO;ALAUSI
9031230;-2.24242;-80.06052;Rio Chongo;GUAYAS;GUAYAQUIL
9031233;-2.25472;-78.72105;Rio Zula;CHIMBORAZO;ALAUSI
9031247;-2.25809;-78.91214;Rio Chanch;CHIMBORAZO;ALAUSI
9031265;-2.26839;-80.85428;Rio Salado;SANTA ELENA;SANTA ELENA
9031269;-2.27229;-79.91375;;;
9031272;-2.27381;-80.87773;;SANTA ELENA;SALINAS
9031286;-2.26832;-80.90371;;SANTA ELENA;SALINAS
9031300;-2.26162;-79.97268;;GUAYAS;GUAYAQUIL
9031320;-2.27175;-79.39059;;GUAYAS;CRNEL. MAR
9031378;-2.26958;-79.61488;Rio Bulubu;GUAYAS;SAN JACINTO
9031391;-2.30006;-79.6885;;GUAYAS;NARANJAL
9031392;-2.23131;-79.23736;Rio Chanch;GUAYAS;EL TRIUNFO
9031393;-2.27334;-76.72492;Rio Bufeo;PASTAZA;PASTAZA
9031397;-2.26512;-77.68009;Rio Chimbi;MORONA SANTIAGO;TAISHA
9031398;-2.19343;-76.83334;Rio Bobona;PASTAZA;PASTAZA
9031403;-2.27639;-77.70439;Rio Cangai;MORONA SANTIAGO;TAISHA
9031418;-2.29495;-79.00312;Rio Chanch;CHIMBORAZO;ALAUSI
9031421;-2.30112;-78.33548;;MORONA SANTIAGO;MORONA
9031426;-2.25242;-76.25765;;PASTAZA;PASTAZA
9031441;-2.23909;-80.55356;Rio De Azu;SANTA ELENA;SANTA ELENA
9031445;-2.30029;-80.46959;Rio Jurcas;SANTA ELENA;SANTA ELENA
9031448;-2.31302;-80.54347;Rio Zapota;SANTA ELENA;SANTA ELENA
9031451;-2.29831;-78.92098;Rio Launa;CHIMBORAZO;CHUNCHI
9031460;-2.31116;-79.7287;Rio Taura;GUAYAS;NARANJAL
9031462;-2.27294;-78.22173;Rio Abanic;MORONA SANTIAGO;MORONA
9031466;-2.32466;-78.3075;;MORONA SANTIAGO;MORONA
9031473;-2.31385;-79.19124;Rio Chilca;CAÑAR;CAÑAR
9031488;-2.33161;-79.24025;Rio Blanco;GUAYAS;EL PIEDRER
9031490;-2.29958;-77.01072;;PASTAZA;PASTAZA
9031491;-2.32426;-76.95109;;PASTAZA;PASTAZA
9031503;-2.33285;-79.75145;;GUAYAS;NARANJAL
9031508;-2.32856;-78.41109;Rio Abanic;MORONA SANTIAGO;MORONA
9031533;-2.33942;-78.28019;;MORONA SANTIAGO;MORONA
9031537;-2.29494;-76.46694;Rio Cunguc;PASTAZA;PASTAZA
9031544;-2.32952;-76.4808;;PASTAZA;PASTAZA
9031547;-2.30505;-78.13401;Rio Jurumb;MORONA SANTIAGO;MORONA
9031548;-2.22332;-78.10647;Rio Upano;MORONA SANTIAGO;MORONA
9031563;-2.33834;-79.91288;;GUAYAS;GUAYAQUIL
9031564;-2.32477;-79.43102;Rio Bulubu;GUAYAS;EL TRIUNFO
9031565;-2.33054;-79.30075;Rio Blanco;GUAYAS;EL PIEDRER
9031589;-2.33612;-80.48082;Rio Grande;SANTA ELENA;SANTA ELENA
9031629;-2.33965;-76.68287;Rio Bobona;PASTAZA;PASTAZA
9031630;-2.36265;-76.64384;Rio Chichi;PASTAZA;PASTAZA
9031643;-2.33883;-79.04089;Rio Arraya;CHIMBORAZO;ALAUSI
9031649;-2.34355;-79.64641;;GUAYAS;NARANJAL
9031690;-2.35546;-77.51511;;MORONA SANTIAGO;TAISHA
9031691;-2.38549;-77.45968;;MORONA SANTIAGO;TAISHA
9031692;-2.36783;-76.42257;Rio Yutsuy;PASTAZA;PASTAZA
9031715;-2.32511;-79.83481;;;
9031721;-2.39741;-80.68404;Rio Verde;SANTA ELENA;SANTA ELENA
9031722;-2.35379;-80.63871;Rio Zapota;SANTA ELENA;SANTA ELENA
9031728;-2.39719;-78.66556;Rio Saucay;CHIMBORAZO;ALAUSI
9031729;-2.39305;-78.65968;Rio Pomaco;CHIMBORAZO;ALAUSI
9031731;-2.4;-80.68417;;SANTA ELENA;SANTA ELENA
9031740;-2.10956;-76.76527;Rio Corrie;PASTAZA;PASTAZA
9031765;-2.38996;-77.92586;;MORONA SANTIAGO;MORONA
9031772;-2.33751;-79.54164;Rio Culebr;GUAYAS;NARANJAL
9031793;-2.33641;-80.25439;Rio Grande;GUAYAS;GUAYAQUIL
9031794;-2.34729;-80.1595;Rio Daular;GUAYAS;GUAYAQUIL
9031860;-2.43304;-80.6384;;SANTA ELENA;SANTA ELENA
9031867;-2.39576;-78.14274;Rio Blanco;MORONA SANTIAGO;MORONA
9031868;-2.33287;-78.08743;Rio Yukipa;MORONA SANTIAGO;MORONA
9031944;-2.45875;-80.61146;;SANTA ELENA;SANTA ELENA
9031953;-2.44791;-76.84028;;PASTAZA;PASTAZA
9031954;-2.34169;-76.85876;;PASTAZA;PASTAZA
9031969;-2.44155;-78.19078;Rio Mirium;MORONA SANTIAGO;SUCUA
9031978;-2.4318;-79.26538;Rio Bulubu;GUAYAS;EL PIEDRER
9031990;-2.40182;-79.77063;Rio Taura;GUAYAS;NARANJAL
9031996;-2.43934;-77.94959;;MORONA SANTIAGO;MORONA
9032006;-2.45669;-78.12919;Rio Upano;MORONA SANTIAGO;SUCUA
9032031;-2.38899;-76.78915;;PASTAZA;PASTAZA
9032032;-2.48229;-76.76479;;PASTAZA;PASTAZA
9032070;-2.49504;-79.57718;;GUAYAS;NARANJAL
9032083;-2.48;-79.0524;Rio Capuli;CAÑAR;CAÑAR
9032090;-2.49224;-79.1221;Rio Canar;CAÑAR;CAÑAR
9032091;-2.49208;-78.25444;Rio Tutana;MORONA SANTIAGO;SUCUA
9032098;-2.50095;-79.0421;Rio Canar;CAÑAR;CAÑAR
9032099;-2.43424;-76.64682;Rio Bombon;PASTAZA;PASTAZA
9032100;-2.50354;-76.65604;;PASTAZA;PASTAZA
9032102;-2.50305;-79.00545;Rio Canar;CAÑAR;CAÑAR
9032103;-2.49075;-78.96193;Rio San An;CAÃ‘AR;EL TAMBO
9032106;-2.45699;-80.12972;Estero Baj;GUAYAS;GUAYAQUIL
9032109;-2.49775;-79.55086;;GUAYAS;NARANJAL
9032113;-2.46196;-80.25071;Rio Del Ma;GUAYAS;GUAYAQUIL
9032114;-2.49091;-76.80171;;PASTAZA;PASTAZA
9032115;-2.49576;-76.76641;;PASTAZA;PASTAZA
9032121;-2.50038;-79.23938;Rio Canar;CAÑAR;CAÑAR
9032138;-2.50923;-79.34528;Rio Canar;CAÑAR;LA TRONCAL
9032141;-2.50108;-79.43771;Rio Canar;GUAYAS;NARANJAL
9032142;-2.49047;-78.1669;Rio Tutana;MORONA SANTIAGO;SUCUA
9032143;-2.49344;-78.14275;;MORONA SANTIAGO;SUCUA
9032147;-2.51521;-79.47729;;GUAYAS;NARANJAL
9032159;-2.48495;-77.51849;Rio Kusutk;MORONA SANTIAGO;TAISHA
9032171;-2.49892;-77.60166;Rio Cusutc;MORONA SANTIAGO;TAISHA
9032172;-2.41719;-77.61623;Rio Cangai;MORONA SANTIAGO;TAISHA
9032181;-2.51741;-80.19487;;GUAYAS;GUAYAQUIL
9032187;-2.47287;-77.91264;;MORONA SANTIAGO;MORONA
9032188;-2.43647;-76.924;Rio Capahu;PASTAZA;PASTAZA
9032190;-2.41741;-76.97295;Rio Chunda;PASTAZA;PASTAZA
9032196;-2.51973;-80.21101;;GUAYAS;GUAYAQUIL
9032203;-2.46126;-77.4586;Rio Panki;MORONA SANTIAGO;TAISHA
9032204;-2.52138;-77.42813;Rio Tutine;MORONA SANTIAGO;TAISHA
9032210;-2.51844;-79.02848;Rio Chacap;CAÑAR;CAÑAR
9032232;-2.53116;-77.54621;Rio Cangai;MORONA SANTIAGO;TAISHA
9032242;-2.53215;-79.50188;Rio Canar;GUAYAS;NARANJAL
9032256;-2.52543;-78.9422;Rio Canar;CAÑAR;CAÑAR
9032257;-2.53475;-78.87301;Rio Silant;CAÑAR;CAÑAR
9032267;-2.5395;-76.85828;Rio Capahu;PASTAZA;PASTAZA
9032272;-2.51136;-79.64754;;GUAYAS;NARANJAL
9032273;-2.52552;-79.6092;;GUAYAS;NARANJAL
9032294;-2.47576;-78.60301;Rio Juval;CHIMBORAZO;ALAUSI
9032302;-2.52655;-79.38147;Rio Patul;AZUAY;CUENCA
9032309;-2.53396;-76.76024;;PASTAZA;PASTAZA
9032312;-2.54214;-77.89537;;MORONA SANTIAGO;MORONA
9032322;-2.52689;-79.17039;Rio Corazo;CAÑAR;CAÑAR
9032323;-2.55809;-78.55734;Rio Paute;AZUAY;SEVILLA DE
9032324;-2.50177;-78.54069;Rio Palmir;CHIMBORAZO;ALAUSI
9032335;-2.40526;-77.05836;;MORONA SANTIAGO;TAISHA
9032336;-2.56342;-77.91775;;MORONA SANTIAGO;MORONA
9032345;-2.55892;-76.79665;;PASTAZA;PASTAZA
9032349;-2.56315;-76.68679;;PASTAZA;PASTAZA
9032350;-2.54193;-76.65457;Rio Pastaz;PASTAZA;PASTAZA
9032356;-2.54739;-78.47679;Rio Carden;MORONA SANTIAGO;SANTIAGO
9032359;-2.5116;-78.09441;Rio Seipa;MORONA SANTIAGO;SUCUA
9032361;-2.56618;-77.8956;;MORONA SANTIAGO;MORONA
9032378;-2.56055;-78.88377;Rio Canar;CAÑAR;CAÑAR
9032388;-2.57525;-76.65576;;PASTAZA;PASTAZA
9032405;-2.57238;-78.83587;Rio Huayra;CAÑAR;CAÑAR
9032419;-2.57092;-79.65795;;GUAYAS;NARANJAL
9032436;-2.56155;-79.59507;;GUAYAS;NARANJAL
9032440;-2.58956;-79.6691;;GUAYAS;NARANJAL
9032447;-2.55523;-78.66145;Rio Mazar;CAÃ‘AR;AZOGUES
9032448;-2.57493;-78.58898;Rio Paute;CAÃ‘AR;AZOGUES
9032450;-2.57591;-79.36929;Rio Putuca;AZUAY;CUENCA
9032460;-2.58775;-79.69886;;GUAYAS;NARANJAL
9032461;-2.56101;-77.83157;;MORONA SANTIAGO;MORONA
9032467;-2.54132;-77.77835;;MORONA SANTIAGO;MORONA
9032480;-2.5991;-78.18534;Rio Tutana;MORONA SANTIAGO;SUCUA
9032481;-2.56391;-78.15466;Rio Upano;MORONA SANTIAGO;SUCUA
9032482;-2.55056;-77.50053;Rio Cangai;MORONA SANTIAGO;TAISHA
9032483;-2.56692;-77.4599;Rio Panki;MORONA SANTIAGO;TAISHA
9032490;-2.58108;-77.27918;;MORONA SANTIAGO;TAISHA
9032491;-2.53072;-77.25218;;MORONA SANTIAGO;TAISHA
9032494;-2.58171;-76.70761;;PASTAZA;PASTAZA
9032495;-2.59201;-78.87302;Rio Vende;CAÑAR;CAÑAR
9032512;-2.58276;-79.55207;;GUAYAS;NARANJAL
9032513;-2.60978;-79.56932;;GUAYAS;NARANJAL
9032516;-2.56627;-80.3093;Rio San Mi;GUAYAS;GUAYAQUIL
9032552;-2.60844;-78.6222;Rio Paute;AZUAY;SEVILLA DE
9032557;-2.59459;-78.53504;Rio Paute;MORONA SANTIAGO;SANTIAGO
9032558;-2.61433;-78.18763;Rio Upano;MORONA SANTIAGO;LOGROÑO
9032586;-2.61723;-79.61775;;GUAYAS;NARANJAL
9032587;-2.56056;-79.24104;Rio Tigsay;CAÑAR;CAÑAR
9032588;-2.62396;-78.66101;Rio Dudas;CAÃ‘AR;AZOGUES
9032658;-2.61441;-78.43093;Rio Paute;AZUAY;SEVILLA DE
9032659;-2.64955;-78.3732;Rio Singui;MORONA SANTIAGO;SANTIAGO
9032706;-2.64914;-79.63908;Rio Chacay;GUAYAS;NARANJAL
9032713;-2.6058;-79.30846;Rio Patul;AZUAY;CUENCA
9032746;-2.65358;-76.94196;;MORONA SANTIAGO;TAISHA
9032747;-2.67507;-76.89009;;MORONA SANTIAGO;TAISHA
9032751;-2.64654;-77.09978;;MORONA SANTIAGO;TAISHA
9032761;-2.65393;-78.19967;Rio Upano;MORONA SANTIAGO;LOGROÑO
9032762;-2.41209;-77.2631;Rio Huasag;MORONA SANTIAGO;TAISHA
9032773;-2.64891;-78.15334;;MORONA SANTIAGO;LOGROÑO
9032809;-2.68265;-79.63819;Rio Bucay;GUAYAS;NARANJAL
9032810;-2.67542;-78.2399;Rio Yurupa;MORONA SANTIAGO;SANTIAGO
9032811;-2.68979;-78.21644;Rio Upano;MORONA SANTIAGO;SANTIAGO
9032822;-2.63717;-77.07355;Rio Cusutc;MORONA SANTIAGO;TAISHA
9032832;-2.69517;-77.06173;Rio Huasag;MORONA SANTIAGO;TAISHA
9032839;-2.68468;-79.7008;;GUAYAS;NARANJAL
9032859;-2.70582;-79.71025;;GUAYAS;NARANJAL
9032911;-2.67373;-78.62308;Rio Paute;AZUAY;PAUTE
9032955;-2.47248;-77.41491;Rio Macuma;MORONA SANTIAGO;TAISHA
9032973;-2.72087;-79.75366;;GUAYAS;NARANJAL
9033004;-2.68922;-77.33817;Rio Wichim;MORONA SANTIAGO;TAISHA
9033012;-2.70283;-78.3444;Rio Paute;MORONA SANTIAGO;SANTIAGO
9033058;-2.75421;-78.28645;Rio Namang;MORONA SANTIAGO;SANTIAGO
9033059;-2.72913;-78.2477;Rio Upano;MORONA SANTIAGO;SANTIAGO
9033092;-2.6874;-77.48722;Rio Cangai;MORONA SANTIAGO;TAISHA
9033133;-2.76668;-78.4861;Rio Cruzad;MORONA SANTIAGO;SANTIAGO
9033134;-2.74418;-78.38324;Rio Negro;MORONA SANTIAGO;SANTIAGO
9033160;-2.73182;-78.20081;Rio Pania;MORONA SANTIAGO;SANTIAGO
9033170;-2.69085;-77.54121;Rio Wichim;MORONA SANTIAGO;TAISHA
9033183;-2.77876;-77.54025;;MORONA SANTIAGO;TAISHA
9033185;-2.7667;-77.45978;Rio Macuma;MORONA SANTIAGO;TAISHA
9033249;-2.78259;-78.28186;Rio Namang;MORONA SANTIAGO;SANTIAGO
9033256;-2.66667;-79.41696;Rio Norcay;AZUAY;CUENCA
9033271;-2.5808;-77.70587;Rio Cushui;MORONA SANTIAGO;MORONA
9033278;-2.79509;-77.60831;;MORONA SANTIAGO;TIWINTZA
9033331;-2.75458;-78.86924;Rio Burgay;CAÃ‘AR;AZOGUES
9033344;-2.82451;-78.90385;Rio Deleg;CAÃ‘AR;AZOGUES
9033369;-2.8338;-78.87596;Rio Paute;AZUAY;PAUTE
9033410;-2.84464;-78.85895;Rio Paute;AZUAY;PAUTE
9033412;-2.83333;-79.60067;Rio Frio;AZUAY;CAMILO PON
9033416;-2.79686;-77.71271;Rio Kaspai;MORONA SANTIAGO;MORONA
9033417;-2.83158;-77.67928;Rio Cangai;MORONA SANTIAGO;MORONA
9033425;-2.85512;-79.61223;Rio Jagua;AZUAY;CAMILO PON
9033441;-2.77699;-78.72442;Rio Paute;AZUAY;GUACHAPALA
9033449;-2.85764;-78.81117;Rio Paute;AZUAY;GUALACEO
9033462;-2.84002;-79.1209;Rio Matade;AZUAY;CUENCA
9033468;-2.86752;-79.09148;Rio Mazon;AZUAY;CUENCA
9033472;-2.80092;-78.64568;Rio Collay;AZUAY;SEVILLA DE
9033483;-2.86922;-78.50428;Rio Arenil;MORONA SANTIAGO;SANTIAGO
9033484;-2.83066;-78.46624;Rio Cruzad;MORONA SANTIAGO;SANTIAGO
9033487;-2.86265;-77.69259;Rio Morona;MORONA SANTIAGO;TIWINTZA
9033497;-2.86689;-77.93814;Rio Yuwi-e;MORONA SANTIAGO;LOGROÑO
9033511;-2.87577;-77.67214;;MORONA SANTIAGO;TIWINTZA
9033537;-2.78596;-78.9984;Rio Machan;AZUAY;CUENCA
9033538;-2.85644;-78.9159;Rio Tomeba;AZUAY;CUENCA
9033539;-2.83604;-77.93169;Rio Yaapi;MORONA SANTIAGO;LOGROÑO
9033540;-2.88358;-77.90469;Rio Yaupi;MORONA SANTIAGO;LOGROÑO
9033541;-2.78152;-77.89842;Rio Chapiz;MORONA SANTIAGO;LOGROÑO
9033547;-2.88084;-77.92424;Rio Yaupi;MORONA SANTIAGO;LOGROÑO
9033576;-2.88714;-79.52034;Rio Chacay;AZUAY;CAMILO PON
9033577;-2.87618;-78.76863;Rio Gualac;AZUAY;GUALACEO
9033592;-2.84152;-79.72522;Rio Jagua;GUAYAS;BALAO
9033641;-2.89806;-79.5626;Rio Balao;AZUAY;CAMILO PON
9033642;-2.76375;-77.77925;Rio Mangos;MORONA SANTIAGO;MORONA
9033645;-2.88965;-79.03876;Rio Amaril;AZUAY;CUENCA
9033646;-2.89826;-78.97258;Rio Tomeba;AZUAY;CUENCA
9033647;-2.90081;-78.75241;Rio San Fr;AZUAY;GUALACEO
9033651;-2.91154;-79.59499;Rio Pijili;AZUAY;CAMILO PON
9033652;-2.89644;-77.71057;;MORONA SANTIAGO;TIWINTZA
9033671;-2.91531;-78.99965;Rio Yanunc;AZUAY;CUENCA
9033674;-2.85118;-78.25657;Rio Namang;MORONA SANTIAGO;LIMON INDA
9033693;-2.92203;-78.25995;Rio Naytza;MORONA SANTIAGO;LIMON INDA
9033697;-2.90895;-79.46124;Rio Angas;AZUAY;CUENCA
9033751;-2.86653;-78.35966;Rio Yungan;MORONA SANTIAGO;LIMON INDA
9033755;-2.91799;-78.78595;Rio Gualac;AZUAY;CHORDELEG
9033759;-2.92427;-79.71057;Rio Balao;GUAYAS;BALAO
9033762;-2.91652;-77.89862;Rio Yaupi;MORONA SANTIAGO;TIWINTZA
9033763;-2.92808;-77.87768;Rio Kaank;MORONA SANTIAGO;TIWINTZA
9033772;-2.92419;-79.83673;;GUAYAS;BALAO
9033811;-2.91606;-78.49045;Rio Cruzad;MORONA SANTIAGO;LIMON INDA
9033820;-2.96083;-79.04987;Rio Shucay;AZUAY;CUENCA
9033821;-2.93284;-79.03544;Rio Tarqui;AZUAY;CUENCA
9033833;-2.96166;-78.52249;Rio Buenav;MORONA SANTIAGO;LIMON INDA
9033834;-2.90828;-78.02073;Rio Ajunta;MORONA SANTIAGO;LOGROÑO
9033925;-2.95276;-78.24238;Rio Namang;MORONA SANTIAGO;SANTIAGO
9033926;-2.9747;-78.21668;Rio Yukian;MORONA SANTIAGO;TIWINTZA
9033982;-2.99374;-79.83892;;GUAYAS;GUAYAQUIL
9033983;-2.95156;-77.71846;Rio Morona;MORONA SANTIAGO;TIWINTZA
9033987;-2.98815;-79.7904;Rio Tengue;GUAYAS;GUAYAQUIL
9033988;-2.93868;-79.15455;Rio Yanunc;AZUAY;CUENCA
9033990;-2.97213;-77.86358;Rio Yaupi;MORONA SANTIAGO;TIWINTZA
9034018;-2.97233;-78.77717;Rio Zhio;AZUAY;GUALACEO
9034023;-2.99584;-78.22316;Rio Namang;MORONA SANTIAGO;LIMON INDA
9034027;-3.00264;-77.71;;;
9034033;-2.97442;-78.80267;Rio Gualac;AZUAY;GUALACEO
9034038;-2.98277;-79.67123;Rio Gala;AZUAY;CAMILO PON
9034058;-2.92999;-77.60912;;;
9034065;-2.9946;-78.53437;Rio Ishpin;MORONA SANTIAGO;LIMON INDA
9034074;-2.92853;-78.90703;Rio Jadan;AZUAY;GUALACEO
9034086;-3.01066;-77.69097;;;
