index,comid,latitude,longitude,river,loc0,loc1,loc2,alert
1745,9035504,-3.37291,-78.45386,Rio Yucate,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1746,9035579,-3.35617,-79.69358,Rio Casaca,El Oro,EL ORO,PASAJE,R0
1747,9035631,-3.38651,-78.47862,Rio Zamora,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1748,9035643,-3.38076,-79.14664,Rio Leon,Azuay,AZUAY,NABON,R0
1749,9035683,-3.37008,-79.56173,Rio Chilla,El Oro,EL ORO,PASAJE,R0
1750,9035704,-3.41829,-79.92594,Rio Buenav,El Oro,EL ORO,MACHALA,R0
1751,9035723,-3.42134,-79.98779,,El Oro,EL ORO,SANTA ROSA,R0
1752,9035724,-3.36002,-78.63534,Quebrada C,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1753,9035736,-3.42803,-79.96046,,El Oro,EL ORO,MACHALA,R0
1754,9035747,-3.42229,-78.56258,,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1755,9035769,-3.42349,-78.51236,Rio Bomboi,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1756,9035775,-3.42563,-79.16622,Rio Leon,Azuay,AZUAY,OÑATE,R0
1757,9035786,-3.4283,-80.05372,,El Oro,EL ORO,ARENILLAS,R0
1758,9035787,-3.43427,-80.0277,,El Oro,EL ORO,ARENILLAS,R0
1759,9035800,-3.43683,-80.00095,,El Oro,EL ORO,SANTA ROSA,R0
1760,9035803,-3.43776,-78.57999,,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1761,9035810,-3.3769,-78.23288,Rio Coango,Morona San,MORONA SANTIAGO,SAN JUAN B,R0
1762,9035847,-3.43956,-80.2516,,,,,R0
1763,9035855,-3.38485,-78.77716,Rio Cuyes,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1764,9035866,-3.46085,-78.76029,Rio Amaril,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1765,9035869,-3.39508,-79.80088,Rio San Ag,El Oro,EL ORO,PASAJE,R0
1766,9035877,-3.46492,-79.75133,Rio San Ag,El Oro,EL ORO,PASAJE,R0
1767,9035892,-3.45748,-78.67489,Rio Cuyes,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1768,9035931,-3.40577,-79.30232,Rio Leon,Azuay y Lo,LOJA,SARAGURO,R0
1769,9035932,-3.46054,-79.22914,Rio Leon,Azuay y Lo,AZUAY,OÑATE,R0
1770,9035964,-3.43256,-79.12128,Rio Udusha,Azuay,AZUAY,OÑATE,R0
1771,9035982,-3.47594,-79.76238,Rio Saladi,El Oro,EL ORO,ATAHUALPA,R0
1772,9036039,-3.48733,-79.279,Rio Naranj,Loja,LOJA,SARAGURO,R0
1773,9036066,-3.43117,-79.39196,Rio Hupama,Loja,LOJA,SARAGURO,R0
1774,9036107,-3.47551,-79.91203,Rio Calagu,El Oro,EL ORO,SANTA ROSA,R0
1775,9036108,-3.47536,-79.16578,Rio Ona,Azuay y Lo,LOJA,SARAGURO,R0
1776,9036156,-3.47166,-78.49395,Rio Zamora,Morona San,MORONA SANTIAGO,GUALAQUIZA,R0
1777,9036178,-3.48863,-79.00353,Rio Shinca,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1778,9036179,-3.50246,-78.92817,Rio Zabala,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1779,9036292,-3.54761,-78.94641,Rio Tutupa,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1780,9036293,-3.55851,-78.93189,Rio Ortega,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1781,9036320,-3.54766,-78.52369,Rio Zamora,Morona San,ZAMORA CHINCHIPE,EL PANGUI,R0
1782,9036338,-3.53969,-78.46044,Rio Quimi,Morona San,ZAMORA CHINCHIPE,EL PANGUI,R0
1783,9036368,-3.49582,-80.13626,Quebrada B,El Oro,EL ORO,ARENILLAS,R0
1784,9036369,-3.5169,-79.94888,Rio Santa,El Oro,EL ORO,SANTA ROSA,R0
1785,9036461,-3.58982,-78.52315,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,EL PANGUI,R0
1786,9036486,-3.5321,-80.22218,,,,,R0
1787,9036500,-3.61054,-78.54961,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,EL PANGUI,R0
1788,9036512,-3.5571,-79.2444,Rio Paquis,Loja,LOJA,SARAGURO,R0
1789,9036525,-3.5658,-78.6398,Rio Chuchu,Morona San,ZAMORA CHINCHIPE,EL PANGUI,R0
1790,9036537,-3.55729,-79.29919,Rio El Lla,Loja,LOJA,SARAGURO,R0
1791,9036595,-3.62875,-78.56903,Rio Pachit,Zamora Chi,ZAMORA CHINCHIPE,EL PANGUI,R0
1792,9036618,-3.63686,-79.54684,Rio Salvia,El Oro,EL ORO,ZARUMA,R0
1793,9036627,-3.64721,-79.53724,Rio Las Pa,El Oro,EL ORO,ZARUMA,R0
1794,9036633,-3.60802,-78.93338,Rio Tutupa,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1795,9036640,-3.64952,-78.93111,Rio Salado,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1796,9036652,-3.63143,-80.18803,,,,,R0
1797,9036653,-3.58432,-79.9748,Rio Arenil,El Oro,EL ORO,SANTA ROSA,R0
1798,9036717,-3.6551,-78.96223,Rio Ingeni,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1799,9036733,-3.64316,-78.99424,Rio Salado,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1800,9036748,-3.66888,-80.10612,,El Oro,EL ORO,ARENILLAS,R0
1801,9036751,-3.66645,-80.1597,Quebrada P,El Oro,EL ORO,ARENILLAS,R0
1802,9036793,-3.66932,-80.19273,,,,,R0
1803,9036893,-3.68994,-80.11798,Quebrada P,El Oro,EL ORO,ARENILLAS,R0
1804,9036976,-3.64694,-79.63874,Rio La Cal,El Oro,EL ORO,ZARUMA,R0
1805,9036977,-3.68888,-79.58984,Rio Amaril,El Oro,EL ORO,ZARUMA,R0
1806,9037080,-3.70663,-79.52763,Rio San Lu,El Oro,EL ORO,PORTOVELO,R0
1807,9037137,-3.70244,-78.58089,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,EL PANGUI,R0
1808,9037150,-3.6834,-78.49517,Rio Machin,Zamora Chi,ZAMORA CHINCHIPE,EL PANGUI,R0
1809,9037157,-3.74766,-79.64214,Rio Amaril,El Oro,EL ORO,PORTOVELO,R0
1810,9037158,-3.75785,-79.62807,Rio Pindo,El Oro y L,LOJA,CHAGUARPAM,R0
1811,9037163,-3.73505,-78.74815,Rio Chican,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1812,9037172,-3.76331,-78.68624,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1813,9037204,-3.76353,-78.95805,Rio Sadal,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1814,9037205,-3.72016,-78.8941,Rio Yacuam,Zamora Chi,ZAMORA CHINCHIPE,YACUAMBI,R0
1815,9037232,-3.77616,-78.50758,Rio Machin,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1816,9037238,-3.78229,-78.48837,Rio Machin,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1817,9037300,-3.78693,-79.55588,Rio Amboca,El Oro y L,EL ORO,PORTOVELO,R0
1818,9037340,-3.80865,-79.25751,Rio Santia,Loja,LOJA,LOJA,R0
1819,9037341,-3.78554,-79.25159,Rio San Lu,Loja,LOJA,LOJA,R0
1820,9037402,-3.81128,-79.87394,Rio Balsas,El Oro,EL ORO,BALSAS,R0
1821,9037404,-3.77751,-80.15549,Rio Zarumi,El Oro,EL ORO,LAS LAJAS,R0
1822,9037422,-3.80745,-78.50866,Rio Blanco,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1823,9037431,-3.81634,-79.9361,Rio Marcab,El Oro,EL ORO,MARCABELI,R0
1824,9037432,-3.79475,-79.68484,Rio Pindo,El Oro y L,LOJA,CHAGUARPAM,R0
1825,9037435,-3.8271,-79.90931,Rio Puyang,El Oro y L,EL ORO,MARCABELI,R0
1826,9037455,-3.7799,-79.7586,Rio Moromo,El Oro,EL ORO,PIÑAS,R0
1827,9037456,-3.8326,-79.74015,Rio Pindo,El Oro y L,EL ORO,PIÑAS,R0
1828,9037483,-3.83203,-79.68868,Rio Yaguac,El Oro y L,LOJA,CHAGUARPAM,R0
1829,9037489,-3.83105,-79.8363,Rio Puyang,El Oro y L,EL ORO,PIÑAS,R0
1830,9037504,-3.84094,-79.7811,Rio Puyang,El Oro y L,EL ORO,PIÑAS,R0
1831,9037513,-3.8454,-79.80761,Quebrada S,Loja,LOJA,CHAGUARPAM,R0
1832,9037540,-3.81652,-78.89617,Rio Yacuam,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1833,9037554,-3.80403,-78.55491,Rio Zarza,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1834,9037560,-3.83898,-79.97443,Rio Puyang,El Oro y L,LOJA,PALTAS,R0
1835,9037561,-3.85512,-78.89626,Rio Kantza,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1836,9037587,-3.83426,-79.2248,Rio San Lu,Loja,LOJA,LOJA,R0
1837,9037644,-3.86584,-80.01683,Rio Puyang,El Oro y L,EL ORO,LAS LAJAS,R0
1838,9037669,-3.85124,-79.63846,Rio Umbala,Loja,LOJA,CHAGUARPAM,R0
1839,9037701,-3.82499,-78.75042,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,YANTZAZA,R0
1840,9037712,-3.8548,-79.10965,Rio Tambo,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1841,9037713,-3.87704,-79.08233,Rio Tibio,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1842,9037746,-3.89294,-78.76789,,Zamora Chi,ZAMORA CHINCHIPE,CENTINELA,R0
1843,9037783,-3.87736,-79.14658,Rio Zamora,Loja y Zam,LOJA,LOJA,R0
1844,9037784,-3.89702,-79.09214,Rio Tibio,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1845,9037815,-3.85344,-79.58788,Rio Yaguac,Loja,LOJA,CHAGUARPAM,R0
1846,9037858,-3.89102,-80.10407,Rio Puyang,El Oro y L,LOJA,PUYANGO,R0
1847,9037866,-3.92063,-80.16212,,Loja,LOJA,PUYANGO,R0
1848,9037867,-3.89182,-78.8704,Rio Yacuam,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1849,9037868,-3.9042,-78.80546,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,CENTINELA,R0
1850,9037875,-3.91657,-80.19209,,,,,R0
1851,9037876,-3.92362,-80.17287,,,,,R0
1852,9037879,-3.89656,-79.94501,Quebrada T,Loja,LOJA,PUYANGO,R0
1853,9037979,-3.92993,-79.0709,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1854,9038004,-3.93954,-78.84021,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1855,9038009,-3.91404,-80.02436,Quebrada C,Loja,LOJA,PUYANGO,R0
1856,9038076,-3.96398,-79.05872,Rio San Fr,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1857,9038113,-3.97808,-80.39665,,,,,R0
1858,9038114,-3.96868,-80.38815,,,,,R0
1859,9038119,-3.91831,-79.21814,Rio Zamora,Loja,LOJA,LOJA,R0
1860,9038155,-3.88688,-79.39015,Rio Guayab,Loja,LOJA,LOJA,R0
1861,9038156,-3.96223,-79.34369,Rio Chicha,Loja,LOJA,CATAMAYO,R0
1862,9038185,-3.87879,-78.67601,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,PAQUISHA,R0
1863,9038214,-4.0032,-79.39261,Rio Guayab,Loja,LOJA,CATAMAYO,R0
1864,9038242,-3.96965,-80.23783,Rio Puyang,Loja,LOJA,PUYANGO,R0
1865,9038245,-3.99682,-80.34406,Rio Puyang,Loja,LOJA,ZAPOTILLO,R0
1866,9038261,-4.00852,-79.43421,Rio Catama,Loja,LOJA,GONZANAMA,R0
1867,9038287,-4.01332,-78.6407,,Zamora Chi,ZAMORA CHINCHIPE,PAQUISHA,R0
1868,9038295,-4.02014,-79.39371,Rio Catama,Loja,LOJA,CATAMAYO,R0
1869,9038311,-4.03252,-79.37581,Quebrada I,Loja,LOJA,CATAMAYO,R0
1870,9038312,-3.98617,-79.02025,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1871,9038313,-4.01928,-78.64853,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,PAQUISHA,R0
1872,9038337,-4.0363,-78.63757,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,PAQUISHA,R0
1873,9038397,-4.00867,-78.88183,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1874,9038443,-4.00901,-78.82907,Rio Nambij,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1875,9038455,-4.04906,-80.24968,Quebrada D,Loja,LOJA,PUYANGO,R0
1876,9038463,-4.05159,-78.97556,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1877,9038464,-4.05875,-78.93831,Rio Zamora,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1878,9038511,-4.04278,-79.50737,Rio Catama,Loja,LOJA,GONZANAMA,R0
1879,9038528,-4.0231,-80.44913,,Loja,LOJA,ZAPOTILLO,R0
1880,9038529,-4.05375,-79.45111,Quebrada G,Loja,LOJA,GONZANAMA,R0
1881,9038539,-4.05956,-79.05895,Rio Sabani,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1882,9038638,-4.09462,-79.5272,Quebrada D,Loja,LOJA,GONZANAMA,R0
1883,9038663,-4.05203,-79.7415,Rio Playas,Loja,LOJA,PALTAS,R0
1884,9038808,-4.14536,-79.85503,Quebrada Y,Loja,LOJA,CELICA,R0
1885,9038809,-4.13322,-79.82798,Rio Catama,Loja,LOJA,SOZORANGA,R0
1886,9038824,-4.07613,-80.08629,Rio Alamor,Loja,LOJA,PINDAL,R0
1887,9038869,-4.12278,-78.98801,Rio Bombus,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1888,9038916,-4.14244,-79.75007,Rio Catama,Loja,LOJA,PALTAS,R0
1889,9038931,-4.12356,-79.57811,Rio Catama,Loja,LOJA,GONZANAMA,R0
1890,9038959,-4.16672,-80.10412,Rio Naranj,Loja,LOJA,CELICA,R0
1891,9038960,-4.17582,-79.64778,Rio Catama,Loja,LOJA,PALTAS,R0
1892,9039037,-4.18598,-79.68856,Quebrada T,Loja,LOJA,CALVAS,R0
1893,9039042,-4.16328,-80.40449,Quebrada C,Loja,LOJA,ZAPOTILLO,R0
1894,9039050,-4.17236,-79.86323,Rio Catama,Loja,LOJA,CELICA,R0
1895,9039074,-4.20631,-79.9518,Quebrada S,Loja,LOJA,CELICA,R0
1896,9039095,-4.21128,-79.91659,Rio Catama,Loja,LOJA,CELICA,R0
1897,9039117,-4.13663,-78.93873,Rio Jambue,Zamora Chi,ZAMORA CHINCHIPE,ZAMORA,R0
1898,9039157,-4.21831,-78.78792,Rio Chumbi,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1899,9039168,-4.21971,-79.95765,Rio Catama,Loja,LOJA,MACARA,R0
1900,9039212,-4.13196,-79.3419,Rio Catama,Loja,LOJA,GONZANAMA,R0
1901,9039213,-4.20801,-79.2422,Rio Malaca,Loja,LOJA,LOJA,R0
1902,9039219,-4.23578,-79.95294,Quebrada M,Loja,LOJA,MACARA,R0
1903,9039235,-4.24146,-79.29784,Rio Soland,Loja,LOJA,LOJA,R0
1904,9039260,-4.23701,-78.79662,Rio Shaime,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1905,9039304,-4.24852,-79.25602,Rio Vilcab,Loja,LOJA,LOJA,R0
1906,9039382,-4.23866,-79.82466,Rio Tangul,Loja,LOJA,SOZORANGA,R0
1907,9039410,-4.24981,-80.06163,Rio Catama,Loja,LOJA,MACARA,R0
1908,9039419,-4.15867,-78.64673,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1909,9039427,-4.23135,-79.58653,Quebrada B,Loja,LOJA,CALVAS,R0
1910,9039428,-4.26763,-78.71837,Rio Chumbi,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1911,9039486,-4.30233,-80.2362,Quebrada G,Loja,LOJA,ZAPOTILLO,R0
1912,9039494,-4.2302,-80.20697,Rio Alamor,Loja,LOJA,CELICA,R0
1913,9039573,-4.30907,-78.65671,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1914,9039686,-4.32122,-79.45301,Rio Yungui,Loja,LOJA,QUILANGA,R0
1915,9039687,-4.34809,-79.42629,Rio Elvira,Loja,LOJA,QUILANGA,R0
1916,9039727,-4.30624,-79.25953,Rio Piscob,Loja,LOJA,LOJA,R0
1917,9039808,-4.32329,-80.06615,,,,,R0
1918,9039840,-4.37152,-80.35067,Quebrada D,Loja,LOJA,ZAPOTILLO,R0
1919,9039848,-4.3738,-79.22805,Rio Aguaco,Loja,LOJA,LOJA,R0
1920,9039853,-4.3625,-80.29124,Rio Alamor,Loja,LOJA,ZAPOTILLO,R0
1921,9039887,-4.39024,-79.94348,Rio Macara,Loja,LOJA,MACARA,R0
1922,9039888,-4.38986,-79.84962,Rio Sabian,Loja,LOJA,MACARA,R0
1923,9039913,-4.38092,-79.432,Rio La Cap,Loja,LOJA,CALVAS,R0
1924,9039937,-4.34328,-80.20215,Rio Chira,Loja,LOJA,ZAPOTILLO,R0
1925,9039938,-4.37781,-78.85861,,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1926,9039945,-4.40537,-79.4079,Rio Chiriy,Loja,LOJA,ESPINDOLA,R0
1927,9039976,-4.39004,-79.20584,Rio de Los,Loja,LOJA,LOJA,R0
1928,9040030,-4.41447,-80.28146,,,,,R0
1929,9040045,-4.42143,-78.86067,,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1930,9040053,-4.41502,-79.63317,Quebrada S,Loja,LOJA,CALVAS,R0
1931,9040072,-4.3968,-78.74912,Rio Nangar,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1932,9040152,-4.39621,-78.65771,Rio Numbat,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1933,9040178,-4.38945,-80.43282,,Loja,LOJA,ZAPOTILLO,R0
1934,9040179,-4.42189,-80.3844,Rio Alamor,Loja,LOJA,ZAPOTILLO,R0
1935,9040195,-4.45199,-80.31726,Rio Chira,Loja,LOJA,ZAPOTILLO,R0
1936,9040219,-4.43558,-79.47419,Rio Pindo,Loja,LOJA,ESPINDOLA,R0
1937,9040285,-4.47735,-80.39658,,,,,R0
1938,9040286,-4.47801,-80.36894,Rio Chira,Loja,LOJA,ZAPOTILLO,R0
1939,9040299,-4.44659,-79.84992,Rio Salvas,Loja,LOJA,MACARA,R0
1940,9040305,-4.46481,-79.71305,Rio Calvas,Loja,LOJA,SOZORANGA,R0
1941,9040319,-4.46321,-79.60132,,,,,R0
1942,9040327,-4.4753,-79.45113,Rio Limone,Loja,LOJA,ESPINDOLA,R0
1943,9040404,-4.49515,-79.49742,Rio Pindo,Loja,LOJA,ESPINDOLA,R0
1944,9040449,-4.51015,-79.56075,,Loja,LOJA,CALVAS,R0
1945,9040462,-4.52405,-79.52613,,Loja,LOJA,CALVAS,R0
1946,9040512,-4.42245,-79.04727,Rio Numbal,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1947,9040531,-4.53228,-79.07644,Quebrada H,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1948,9040532,-4.53907,-79.07146,Rio Numbal,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1949,9040574,-4.49366,-79.00345,Rio Loyola,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1950,9040582,-4.49295,-78.75504,Rio Numbat,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1951,9040588,-4.54634,-78.83819,,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1952,9040636,-4.51165,-78.67525,Rio Tzenga,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1953,9040677,-4.56127,-79.24936,Rio Blanco,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1954,9040683,-4.5394,-79.48891,,,,,R0
1955,9040704,-4.57277,-79.25254,Rio Quingo,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1956,9040739,-4.58081,-79.46247,Rio Amaluz,Loja,LOJA,ESPINDOLA,R0
1957,9040740,-4.58271,-79.43696,Rio Amaluz,Loja,LOJA,ESPINDOLA,R0
1958,9040761,-4.57121,-78.83635,,Zamora Chi,ZAMORA CHINCHIPE,NANGARITZA,R0
1959,9040770,-4.58818,-79.44201,Rio Sanamb,Loja,LOJA,ESPINDOLA,R0
1960,9040876,-4.59105,-79.22267,Rio Blanco,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1961,9040917,-4.59417,-79.48889,Rio Espind,Loja,LOJA,ESPINDOLA,R0
1962,9040975,-4.60443,-79.12537,Rio Vallad,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1963,9040980,-4.62236,-79.16042,Rio Paland,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1964,9041115,-4.64802,-79.24581,Rio Jibaro,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1965,9041285,-4.62265,-79.09752,Rio Numbal,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1966,9041308,-4.6577,-79.00031,Rio Vergel,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1967,9041336,-4.67865,-79.12652,Rio Paland,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1968,9041448,-4.73345,-79.11207,Rio Paland,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1969,9041449,-4.72622,-79.1,Rio Vergel,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1970,9041463,-4.73297,-79.14015,Rio Paland,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1971,9041719,-4.77864,-79.09467,Rio Mayo,Zamora Chi,ZAMORA CHINCHIPE,PALANDA,R0
1972,9041720,-4.80369,-79.07998,Rio Punchi,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1973,9041908,-4.82692,-79.08501,Rio Mayo,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1974,9041914,-4.8194,-79.22498,Rio Isiman,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1975,9042283,-4.90107,-79.08294,Rio Mayo,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1976,9042284,-4.88496,-79.02926,Rio Sangol,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1977,9042433,-4.91728,-79.30322,,,,,R0
1978,9042468,-4.95298,-79.0695,Rio Mayo,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1979,9042492,-4.97196,-79.0868,Rio Chinch,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1980,9042498,-4.96645,-79.18208,,,,,R0
1981,9042623,-4.98793,-79.06091,,,,,R0
1982,9042663,-5.01129,-79.02919,,Zamora Chi,ZAMORA CHINCHIPE,CHINCHIPE,R0
1983,9042664,-4.95666,-78.99208,,,,,R0
