index,comid,latitude,longitude,river,loc0,loc1,loc2,alert
579,9025004,-0.46486,-79.60466,Rio De Oro,Manabi,MANABI,EL CARMEN,R0
580,9025005,-0.45068,-79.57387,Rio Pupusa,Manabi,MANABI,EL CARMEN,R0
581,9025009,-0.46316,-75.34162,,Sucumbios,SUCUMBIOS,CUYABENO,R0
582,9025012,-0.43682,-76.98338,,Orellana,ORELLANA,ORELLANA,R0
583,9025013,-0.46154,-76.895,,Orellana,ORELLANA,ORELLANA,R0
584,9025021,-0.44873,-75.77921,Quebrada J,Orellana y,ORELLANA,AGUARICO,R0
585,9025022,-0.40721,-79.26288,Rio Baba,Santo Domi,SANTO DOMINGO,SANTO DOMINGO,R0
586,9025023,-0.47037,-79.28422,Rio Bolo,Santo Domi,SANTO DOMINGO,SANTO DOMINGO,R0
587,9025025,-0.46833,-79.64582,Rio De Oro,Manabi,MANABI,EL CARMEN,R0
588,9025040,-0.44346,-77.04603,Rio Payami,Orellana,ORELLANA,ORELLANA,R0
589,9025044,-0.47645,-76.9825,,Orellana,ORELLANA,ORELLANA,R0
590,9025047,-0.46111,-76.49293,,Orellana y,SUCUMBIOS,SHUSHUFINDI,R0
591,9025050,-0.44497,-79.80008,Rio Pescad,Manabi,MANABI,FLAVIO ALF,R0
592,9025051,-0.47363,-79.69447,Rio De Oro,Manabi,MANABI,FLAVIO ALF,R0
593,9025052,-0.43687,-78.414,Rio Pita,Pichincha,PICHINCHA,RUMIÑAHUI,R0
594,9025053,-0.43544,-78.3452,Rio Chacau,Pichincha,PICHINCHA,QUITO,R0
595,9025054,-0.47983,-77.6061,Rio Suno,Napo,NAPO,QUIJOS,R0
596,9025055,-0.44671,-77.58245,Rio Molino,Napo,NAPO,EL CHACO,R0
597,9025078,-0.49104,-78.44019,Rio Salto,Pichincha,PICHINCHA,MEJIA,R0
598,9025079,-0.44596,-77.30366,Rio Payami,Orellana,ORELLANA,LORETO,R0
599,9025087,-0.48738,-76.48397,,Orellana,ORELLANA,ORELLANA,R0
600,9025090,-0.48864,-77.00482,Rio Napo,Orellana,ORELLANA,ORELLANA,R0
601,9025096,-0.48802,-77.21898,Rio Payami,Orellana,ORELLANA,LORETO,R0
602,9025116,-0.46494,-76.56557,,Orellana,ORELLANA,ORELLANA,R0
603,9025117,-0.50743,-77.04314,,Orellana,ORELLANA,ORELLANA,R0
604,9025119,-0.50336,-76.64922,,Orellana,ORELLANA,ORELLANA,R0
605,9025126,-0.5119,-76.60553,,Orellana,ORELLANA,ORELLANA,R0
606,9025140,-0.49188,-76.36537,,Orellana y,SUCUMBIOS,SHUSHUFINDI,R0
607,9025151,-0.4719,-77.38651,Rio Bigay,Napo y Ore,NAPO,EL CHACO,R0
608,9025152,-0.49478,-75.58734,,Orellana y,SUCUMBIOS,CUYABENO,R0
609,9025169,-0.49944,-75.75728,,Orellana,ORELLANA,AGUARICO,R0
610,9025179,-0.5209,-76.85639,Rio Curiya,Orellana,ORELLANA,ORELLANA,R0
611,9025181,-0.5054,-79.80874,Rio De Oro,Manabi,MANABI,FLAVIO ALF,R0
612,9025182,-0.49138,-76.77922,Rio Curiya,Orellana,ORELLANA,ORELLANA,R0
613,9025206,-0.4832,-78.04038,Rio Quijos,Napo,NAPO,QUIJOS,R0
614,9025212,-0.45391,-78.85957,Rio Sarapu,Cotopaxi y,COTOPAXI,SIGCHOS,R0
615,9025216,-0.52482,-75.64398,,Orellana,ORELLANA,AGUARICO,R0
616,9025217,-0.51078,-77.31156,Rio Payami,Orellana,ORELLANA,LORETO,R0
617,9025229,-0.51006,-75.46914,,Sucumbios,SUCUMBIOS,CUYABENO,R0
618,9025237,-0.52643,-79.72681,Rio De Oro,Manabi,MANABI,FLAVIO ALF,R0
619,9025238,-0.54239,-78.7791,,Cotopaxi y,COTOPAXI,SIGCHOS,R0
620,9025241,-0.54499,-78.80444,Rio Yacuch,Cotopaxi,COTOPAXI,SIGCHOS,R0
621,9025248,-0.53126,-75.76884,,Orellana,ORELLANA,AGUARICO,R0
622,9025249,-0.49609,-76.05554,,Orellana y,SUCUMBIOS,SHUSHUFINDI,R0
623,9025255,-0.52641,-80.33995,Rio Bricen,Manabi,MANABI,SAN VICENT,R0
624,9025257,-0.54989,-75.48269,,Orellana y,SUCUMBIOS,CUYABENO,R0
625,9025259,-0.54244,-75.5411,,Orellana y,SUCUMBIOS,CUYABENO,R0
626,9025266,-0.5555,-76.0017,,Orellana,ORELLANA,AGUARICO,R0
627,9025271,-0.55004,-76.07564,Rio Yuturi,Orellana,ORELLANA,ORELLANA,R0
628,9025287,-0.54969,-79.80136,Rio Plata,Manabi,MANABI,CHONE,R0
629,9025288,-0.54572,-79.56772,Rio Armadi,Manabi,MANABI,MANGA DEL,R0
630,9025289,-0.56179,-79.55275,Estero Nan,Manabi,MANABI,MANGA DEL,R0
631,9025297,-0.53691,-77.04556,,Orellana,ORELLANA,ORELLANA,R0
632,9025337,-0.56309,-75.49364,Quebrada Z,Orellana,ORELLANA,AGUARICO,R0
633,9025343,-0.5566,-76.85535,Rio Indill,Orellana,ORELLANA,ORELLANA,R0
634,9025344,-0.56715,-76.0027,,Orellana,ORELLANA,ORELLANA,R0
635,9025398,-0.52863,-79.33354,Rio Baba,Los Rios y,SANTO DOMINGO,SANTO DOMINGO,R0
636,9025405,-0.6011,-91.06207,,Galapagos,GALAPAGOS,ISABELA,R0
637,9025406,-0.45691,-78.53724,Rio Blanco,Pichincha,PICHINCHA,MEJIA,R0
638,9025407,-0.47602,-79.44288,Rio Peripa,Los Rios y,SANTO DOMINGO,SANTO DOMINGO,R0
639,9025408,-0.52785,-79.42517,Rio Congom,Los Rios y,SANTO DOMINGO,SANTO DOMINGO,R0
640,9025410,-0.5861,-79.29558,Rio Bimbe,Santo Domi,SANTO DOMINGO,SANTO DOMINGO,R0
641,9025440,-0.5579,-78.4182,Rio Pita,Pichincha,PICHINCHA,QUITO,R0
642,9025456,-0.5838,-77.15111,Rio Napo,Orellana,ORELLANA,LORETO,R0
643,9025470,-0.59408,-75.87876,,Orellana,ORELLANA,AGUARICO,R0
644,9025472,-0.62786,-76.58995,,Orellana,ORELLANA,ORELLANA,R0
645,9025488,-0.62819,-77.9114,Rio Aliso,Napo,NAPO,QUIJOS,R0
646,9025492,-0.55547,-77.87214,Rio Cosang,Napo,NAPO,QUIJOS,R0
647,9025514,-0.55269,-75.26149,,Sucumbios,SUCUMBIOS,CUYABENO,R0
648,9025533,-0.62714,-76.26676,,Orellana,ORELLANA,ORELLANA,R0
649,9025536,-0.60502,-75.35406,,Orellana y,SUCUMBIOS,CUYABENO,R0
650,9025562,-0.64961,-77.93857,Rio Cosang,Napo,NAPO,QUIJOS,R0
651,9025563,-0.63497,-79.35738,Rio Baba,Los Rios y,LOS RIOS,BUENA FE,R0
652,9025568,-0.6543,-76.80198,Rio Rumiya,Orellana,ORELLANA,ORELLANA,R0
653,9025569,-0.65542,-76.36702,,Orellana,ORELLANA,ORELLANA,R0
654,9025573,-0.65853,-79.99177,Rio Mosqui,Manabi,MANABI,CHONE,R0
655,9025578,-0.63303,-76.43338,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
656,9025579,-0.65823,-75.78953,,Orellana,ORELLANA,AGUARICO,R0
657,9025585,-0.65361,-76.53398,,Orellana,ORELLANA,ORELLANA,R0
658,9025590,-0.6217,-79.55303,Rio Armadi,Manabi,MANABI,MANGA DEL,R0
659,9025591,-0.63729,-79.51546,Rio Peripa,Los Rios y,LOS RIOS,MANGA DEL,R0
660,9025598,-0.57157,-78.91755,Rio Toachi,Cotopaxi,COTOPAXI,SIGCHOS,R0
661,9025601,-0.63873,-80.03909,Rio Garrap,Manabi,MANABI,CHONE,R0
662,9025602,-0.67365,-80.0412,Rio Chone,Manabi,MANABI,CHONE,R0
663,9025626,-0.67424,-80.32057,,,,,R0
664,9025635,-0.68687,-79.65125,,Manabi,MANABI,CHONE,R0
665,9025636,-0.58239,-79.62122,Rio De Oro,Manabi,MANABI,EL CARMEN,R0
666,9025640,-0.64323,-80.0968,Rio Rancho,Manabi,MANABI,CHONE,R0
667,9025641,-0.62573,-77.11369,,Orellana,ORELLANA,ORELLANA,R0
668,9025665,-0.69385,-80.17786,,Manabi,MANABI,CHONE,R0
669,9025666,-0.69237,-80.08622,Rio Chone,Manabi,MANABI,CHONE,R0
670,9025671,-0.61706,-79.2002,Rio Toachi,Los Rios y,SANTO DOMINGO,SANTO DOMINGO,R0
671,9025672,-0.68371,-78.83699,Rio Quitit,Cotopaxi,COTOPAXI,SIGCHOS,R0
672,9025684,-0.69959,-80.14984,,Manabi,MANABI,CHONE,R0
673,9025707,-0.67665,-80.25666,Rio Chone,Manabi,MANABI,CHONE,R0
674,9025708,-0.70198,-78.27604,Rio Valle,Napo,NAPO,ARCHIDONA,R0
675,9025713,-0.69333,-79.53799,,Los Rios y,LOS RIOS,BUENA FE,R0
676,9025714,-0.69155,-79.50209,Rio Chaune,Los Rios,LOS RIOS,BUENA FE,R0
677,9025717,-0.70649,-80.19059,,Manabi,MANABI,CHONE,R0
678,9025718,-0.68869,-76.36021,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
679,9025723,-0.67114,-76.69094,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
680,9025738,-0.70757,-79.06667,Rio Amanta,Cotopaxi,COTOPAXI,LA MANA,R0
681,9025739,-0.71057,-77.37821,Rio Munino,Orellana,ORELLANA,LORETO,R0
682,9025745,-0.65645,-76.10053,,Orellana,ORELLANA,AGUARICO,R0
683,9025749,-0.69673,-76.29474,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
684,9025756,-0.6788,-77.43619,Rio Chacay,Orellana,ORELLANA,LORETO,R0
685,9025760,-0.66432,-91.04984,,Galapagos,GALAPAGOS,ISABELA,R0
686,9025772,-0.71747,-78.29523,Rio Tambo,Napo,NAPO,ARCHIDONA,R0
687,9025790,-0.72251,-77.37344,Rio Munino,Orellana,ORELLANA,LORETO,R0
688,9025796,-0.71833,-77.45001,Rio Huatar,Orellana,ORELLANA,LORETO,R0
689,9025803,-0.72126,-76.07325,,Orellana,ORELLANA,AGUARICO,R0
690,9025809,-0.70905,-77.15561,Rio Suno,Napo y Ore,NAPO,TENA,R0
691,9025820,-0.70419,-79.98718,Rio Grande,Manabi,MANABI,CHONE,R0
692,9025821,-0.71248,-78.19766,Rio Valle,Napo,NAPO,ARCHIDONA,R0
693,9025822,-0.6345,-78.1737,Rio Antisa,Napo,NAPO,ARCHIDONA,R0
694,9025832,-0.72142,-76.7693,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
695,9025847,-0.61714,-77.37978,Rio Suno,Orellana,ORELLANA,LORETO,R0
696,9025848,-0.73903,-77.19496,Rio Suno,Orellana,ORELLANA,LORETO,R0
697,9025858,-0.73784,-90.43154,,Galapagos,GALAPAGOS,SANTA CRUZ,R0
698,9025879,-0.69467,-79.73104,Rio Pescad,Manabi,MANABI,CHONE,R0
699,9025880,-0.72324,-79.66073,,Manabi,MANABI,MANGA DEL,R0
700,9025884,-0.72644,-90.91062,,Galapagos,GALAPAGOS,ISABELA,R0
701,9025895,-0.73625,-80.20976,,Manabi,MANABI,TOSAGUA,R0
702,9025913,-0.7655,-77.64245,Rio Hollin,Napo,NAPO,ARCHIDONA,R0
703,9025916,-0.76672,-80.50813,,Manabi,MANABI,SUCRE,R0
704,9025917,-0.73944,-79.05486,Rio Yacuch,Cotopaxi,COTOPAXI,LA MANA,R0
705,9025930,-0.68577,-77.7016,Rio Hollin,Napo,NAPO,ARCHIDONA,R0
706,9025936,-0.75962,-78.07405,Rio Antisa,Napo,NAPO,ARCHIDONA,R0
707,9025937,-0.73903,-78.02003,Rio Verdey,Napo,NAPO,ARCHIDONA,R0
708,9025945,-0.76855,-80.19471,,Manabi,MANABI,TOSAGUA,R0
709,9025951,-0.77264,-80.20633,,Manabi,MANABI,TOSAGUA,R0
710,9025953,-0.75841,-77.32702,Rio Huatar,Orellana,ORELLANA,LORETO,R0
711,9025954,-0.76328,-77.24156,Rio Huatar,Orellana,ORELLANA,LORETO,R0
712,9025994,-0.7168,-78.58387,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
713,9026003,-0.78245,-79.69223,,Manabi,MANABI,PICHINCHA,R0
714,9026004,-0.77538,-79.67776,,Manabi,MANABI,MANGA DEL,R0
715,9026005,-0.77897,-78.59729,Rio Saquim,Cotopaxi,COTOPAXI,LATACUNGA,R0
716,9026012,-0.74413,-77.57533,Rio Pucuno,Napo,NAPO,ARCHIDONA,R0
717,9026018,-0.78179,-77.48758,Rio Pucuno,Orellana,ORELLANA,LORETO,R0
718,9026021,-0.80109,-77.55953,Rio Copa,Napo,NAPO,ARCHIDONA,R0
719,9026035,-0.79397,-80.18188,,Manabi,MANABI,TOSAGUA,R0
720,9026036,-0.80534,-77.43139,Rio Cotapi,Orellana,ORELLANA,LORETO,R0
721,9026039,-0.79669,-80.22182,,Manabi,MANABI,TOSAGUA,R0
722,9026041,-0.79704,-76.58835,,Orellana,ORELLANA,ORELLANA,R0
723,9026042,-0.77082,-76.45898,Rio Tivacu,Orellana,ORELLANA,ORELLANA,R0
724,9026044,-0.79488,-80.13242,Rio Canuto,Manabi,MANABI,CHONE,R0
725,9026045,-0.81072,-77.00875,,Orellana,ORELLANA,ORELLANA,R0
726,9026046,-0.74994,-76.92539,Rio Tiputi,Orellana,ORELLANA,ORELLANA,R0
727,9026073,-0.79708,-91.34282,,Galapagos,GALAPAGOS,ISABELA,R0
728,9026099,-0.71343,-75.62743,,Orellana,ORELLANA,AGUARICO,R0
729,9026110,-0.80085,-78.51438,Rio Alaque,Cotopaxi,COTOPAXI,LATACUNGA,R0
730,9026111,-0.82476,-78.51151,Rio Tulugc,Cotopaxi,COTOPAXI,LATACUNGA,R0
731,9026119,-0.81878,-79.41023,Rio Chila,Los Rios,LOS RIOS,VALENCIA,R0
732,9026120,-0.7295,-79.28312,Rio Lulu G,Los Rios,LOS RIOS,VALENCIA,R0
733,9026124,-0.82921,-78.24938,Rio Huahui,Napo,NAPO,TENA,R0
734,9026136,-0.81117,-77.34911,Rio Pucuno,Orellana,ORELLANA,LORETO,R0
735,9026137,-0.7484,-75.77501,Rio Tiputi,Orellana,ORELLANA,AGUARICO,R0
736,9026144,-0.81328,-80.22246,,Manabi,MANABI,TOSAGUA,R0
737,9026155,-0.8147,-78.02464,Rio Verdey,Napo,NAPO,ARCHIDONA,R0
738,9026159,-0.83675,-90.8544,,Galapagos,GALAPAGOS,ISABELA,R0
739,9026160,-0.81892,-78.61774,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
740,9026161,-0.83319,-78.61048,Rio Saquim,Cotopaxi,COTOPAXI,LATACUNGA,R0
741,9026162,-0.82595,-77.98896,,Napo,NAPO,ARCHIDONA,R0
742,9026163,-0.83027,-77.0223,,Orellana,ORELLANA,ORELLANA,R0
743,9026164,-0.77496,-76.73471,,Orellana,ORELLANA,ORELLANA,R0
744,9026165,-0.74569,-75.25898,,,,,R0
745,9026168,-0.84222,-78.28913,Rio Chalup,Napo,NAPO,TENA,R0
746,9026173,-0.7582,-79.58657,Rio Peripa,Los Rios y,LOS RIOS,BUENA FE,R0
747,9026174,-0.8414,-79.59163,,Los Rios,LOS RIOS,BUENA FE,R0
748,9026175,-0.82048,-77.71014,Rio Chonta,Napo,NAPO,ARCHIDONA,R0
749,9026176,-0.81615,-77.66579,Rio Hollin,Napo,NAPO,ARCHIDONA,R0
750,9026182,-0.7846,-75.3269,,Orellana,ORELLANA,AGUARICO,R0
751,9026189,-0.81824,-75.90308,,Orellana,ORELLANA,AGUARICO,R0
752,9026190,-0.83514,-75.84491,,Orellana,ORELLANA,AGUARICO,R0
753,9026201,-0.85727,-76.49322,,Orellana,ORELLANA,AGUARICO,R0
754,9026207,-0.83076,-76.61903,,Orellana,ORELLANA,ORELLANA,R0
755,9026211,-0.82748,-80.50239,Rio Portov,Manabi,MANABI,SUCRE,R0
756,9026215,-0.85608,-77.70984,Rio Hollin,Napo,NAPO,ARCHIDONA,R0
757,9026219,-0.79587,-77.7682,Rio Jondac,Napo,NAPO,ARCHIDONA,R0
758,9026227,-0.77831,-79.21948,Rio Quindi,Cotopaxi y,LOS RIOS,VALENCIA,R0
759,9026233,-0.84598,-79.28798,Rio Mangui,Los Rios,LOS RIOS,VALENCIA,R0
760,9026271,-0.8688,-76.48813,,Orellana,ORELLANA,AGUARICO,R0
761,9026273,-0.84338,-79.69769,,Manabi,MANABI,MANGA DEL,R0
762,9026304,-0.84577,-79.78098,Rio Congui,Manabi,MANABI,PICHINCHA,R0
763,9026308,-0.85685,-80.13364,Rio Carriz,Manabi,MANABI,BOLIVAR,R0
764,9026309,-0.8684,-80.01906,Rio Barro,Manabi,MANABI,BOLIVAR,R0
765,9026310,-0.88602,-79.76728,,Manabi,MANABI,PICHINCHA,R0
766,9026311,-0.89133,-79.04485,Rio Chiqui,Cotopaxi,COTOPAXI,SIGCHOS,R0
767,9026317,-0.78541,-78.88024,Rio Toachi,Cotopaxi,COTOPAXI,SIGCHOS,R0
768,9026319,-0.88248,-79.66235,,Guayas y M,MANABI,MANGA DEL,R0
769,9026323,-0.80642,-77.20314,Rio Napo,Napo,ORELLANA,ORELLANA,R0
770,9026345,-0.87301,-78.62292,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
771,9026346,-0.85916,-78.5942,Rio Alaque,Cotopaxi,COTOPAXI,LATACUNGA,R0
772,9026360,-0.8976,-79.74457,,Manabi,MANABI,PICHINCHA,R0
773,9026361,-0.89183,-79.73201,,Guayas,GUAYAS,EMPALME,R0
774,9026362,-0.85024,-76.21399,,Orellana,ORELLANA,AGUARICO,R0
775,9026371,-0.87063,-79.42248,,Los Rios,LOS RIOS,VALENCIA,R0
776,9026372,-0.89613,-79.40122,Estero Pis,Los Rios,LOS RIOS,VALENCIA,R0
777,9026378,-0.89437,-80.44286,Rio Bachil,Manabi,MANABI,ROCAFUERTE,R0
778,9026380,-0.76893,-79.44328,Rio Baba,Los Rios,LOS RIOS,VALENCIA,R0
779,9026381,-0.90991,-79.4398,,Los Rios,LOS RIOS,VALENCIA,R0
780,9026382,-0.88515,-75.8168,,Orellana,ORELLANA,AGUARICO,R0
781,9026383,-0.90381,-75.77628,,Orellana,ORELLANA,AGUARICO,R0
782,9026384,-0.89405,-76.73863,,Orellana,ORELLANA,ORELLANA,R0
783,9026405,-0.85757,-76.34207,,Orellana,ORELLANA,AGUARICO,R0
784,9026410,-0.87199,-75.45861,,Orellana,ORELLANA,AGUARICO,R0
785,9026413,-0.90809,-78.87309,Rio Tigua,Cotopaxi,COTOPAXI,PUJILI,R0
786,9026419,-0.88058,-79.12353,Rio Pilalo,Cotopaxi,COTOPAXI,PUJILI,R0
787,9026420,-0.92473,-79.17369,Rio Puembo,Cotopaxi,COTOPAXI,PUJILI,R0
788,9026421,-0.92177,-76.24668,,Orellana,ORELLANA,AGUARICO,R0
789,9026422,-0.91636,-76.16353,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
790,9026427,-0.92581,-76.21005,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
791,9026429,-0.84418,-77.32572,Rio Bueno,Napo y Ore,ORELLANA,LORETO,R0
792,9026435,-0.92854,-80.20313,,Manabi,MANABI,JUNIN,R0
793,9026436,-0.87031,-80.1818,Rio Mosca,Manabi,MANABI,BOLIVAR,R0
794,9026441,-0.9158,-78.62531,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
795,9026442,-0.91525,-78.59276,Rio Yurahu,Cotopaxi,COTOPAXI,LATACUNGA,R0
796,9026443,-0.88596,-75.22731,,Orellana,ORELLANA,AGUARICO,R0
797,9026446,-0.78878,-75.41638,,Orellana,ORELLANA,AGUARICO,R0
798,9026449,-0.91478,-77.32346,,Napo,NAPO,TENA,R0
799,9026459,-0.91526,-79.05222,Rio Pilalo,Cotopaxi,COTOPAXI,PUJILI,R0
800,9026484,-0.86384,-78.11736,Rio Chalup,Napo,NAPO,TENA,R0
801,9026485,-0.89623,-78.01031,Rio Verdey,Napo,NAPO,TENA,R0
802,9026493,-0.91375,-76.71932,,Orellana,ORELLANA,ORELLANA,R0
803,9026498,-0.92446,-76.02218,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
804,9026501,-0.83442,-78.68141,Rio Pumacu,Cotopaxi,COTOPAXI,SAQUISILI,R0
805,9026502,-0.93803,-78.61748,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
806,9026506,-0.94399,-78.03895,Rio Verdey,Napo,NAPO,TENA,R0
807,9026513,-0.94445,-75.90792,,Orellana,ORELLANA,AGUARICO,R0
808,9026519,-0.9101,-79.36328,Rio San Pa,Los Rios,LOS RIOS,VALENCIA,R0
809,9026521,-0.94191,-80.18745,Rio Mosca,Manabi,MANABI,JUNIN,R0
810,9026527,-0.91608,-78.89427,Rio Zumbag,Cotopaxi,COTOPAXI,PUJILI,R0
811,9026528,-0.94747,-78.04922,Rio Tigrey,Napo,NAPO,TENA,R0
812,9026532,-0.93472,-79.30117,Rio San Pa,Cotopaxi y,COTOPAXI,LA MANA,R0
813,9026533,-0.87368,-76.97755,Rio Tihuac,Napo,ORELLANA,ORELLANA,R0
814,9026535,-0.94456,-90.97863,,Galapagos,GALAPAGOS,ISABELA,R0
815,9026545,-0.9345,-79.44858,Rio Queved,Los Rios,LOS RIOS,BUENA FE,R0
816,9026548,-0.94484,-90.93324,,Galapagos,GALAPAGOS,ISABELA,R0
817,9026549,-0.95076,-80.60845,,Manabi,MANABI,JARAMIJO,R0
818,9026563,-0.95576,-79.43733,Estero Bar,Los Rios,LOS RIOS,QUEVEDO,R0
819,9026564,-0.93213,-78.28517,Rio Langoa,Napo,NAPO,TENA,R0
820,9026567,-0.91399,-80.46865,Rio Portov,Manabi,MANABI,ROCAFUERTE,R0
821,9026578,-0.95704,-80.68631,,Manabi,MANABI,MANTA,R0
822,9026590,-0.92097,-77.7354,Rio Hollin,Napo,NAPO,ARCHIDONA,R0
823,9026598,-0.95406,-75.21004,,,,,R0
824,9026608,-0.92699,-75.52023,Rio Salado,Orellana,ORELLANA,AGUARICO,R0
825,9026609,-0.94859,-75.40325,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
826,9026623,-0.95039,-75.35212,,,,,R0
827,9026626,-0.96678,-78.66655,Rio Isinch,Cotopaxi,COTOPAXI,PUJILI,R0
828,9026628,-0.96198,-75.87812,,Orellana,ORELLANA,AGUARICO,R0
829,9026629,-0.87635,-75.98609,Rio Rumiya,Orellana,ORELLANA,AGUARICO,R0
830,9026634,-0.97269,-78.24849,Rio Ana Te,Napo,NAPO,TENA,R0
831,9026635,-0.98396,-75.30644,,Orellana,ORELLANA,AGUARICO,R0
832,9026643,-0.87653,-77.81377,Rio Misahu,Napo,NAPO,ARCHIDONA,R0
833,9026644,-0.97886,-77.77006,Rio Misahu,Napo,NAPO,TENA,R0
834,9026645,-0.97898,-75.23977,,,,,R0
835,9026648,-0.9838,-75.32983,,,,,R0
836,9026651,-0.94344,-80.03037,Rio Carriz,Manabi,MANABI,BOLIVAR,R0
837,9026656,-0.96779,-78.61328,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
838,9026657,-0.95146,-78.56967,Rio Lluchi,Cotopaxi,COTOPAXI,LATACUNGA,R0
839,9026658,-0.98765,-77.79636,Rio Misahu,Napo,NAPO,TENA,R0
840,9026665,-0.97522,-77.84471,Rio Tena,Napo,NAPO,TENA,R0
841,9026680,-0.98288,-77.49958,,Napo,NAPO,TENA,R0
842,9026681,-0.93705,-77.40562,Rio Napo,Napo,NAPO,TENA,R0
843,9026682,-0.9852,-75.42313,Rio Yasuni,Orellana,ORELLANA,AGUARICO,R0
844,9026707,-0.99311,-78.66116,Rio Isinch,Cotopaxi,COTOPAXI,PUJILI,R0
845,9026717,-0.99793,-78.59925,Rio Cutuch,Cotopaxi,COTOPAXI,LATACUNGA,R0
846,9026718,-1.00031,-75.45141,,Orellana,ORELLANA,AGUARICO,R0
847,9026721,-0.9927,-78.62531,Rio Isinch,Cotopaxi,COTOPAXI,PUJILI,R0
848,9026726,-0.97985,-76.2761,Rio Dicaro,Orellana,ORELLANA,AGUARICO,R0
849,9026727,-0.9965,-75.31662,,,,,R0
850,9026731,-0.99194,-77.00614,Rio Wagran,Orellana,ORELLANA,ORELLANA,R0
851,9026750,-1.00556,-79.62729,Estero Chi,Guayas,GUAYAS,EMPALME,R0
852,9026751,-1.00609,-77.83585,Rio Pano,Napo,NAPO,TENA,R0
853,9026756,-0.97242,-79.5725,Rio Congo,Guayas y L,GUAYAS,EMPALME,R0
854,9026757,-1.01083,-76.9342,Rio Shirip,Orellana,ORELLANA,ORELLANA,R0
855,9026761,-0.96505,-75.78223,,Orellana,ORELLANA,AGUARICO,R0
856,9026762,-1.01363,-75.7785,,Orellana,ORELLANA,AGUARICO,R0
857,9026771,-1.0075,-91.15678,,Galapagos,GALAPAGOS,ISABELA,R0
858,9026775,-1.02125,-75.77708,,Orellana,ORELLANA,AGUARICO,R0
859,9026788,-1.01562,-77.08384,Rio Shirip,Napo y Pas,PASTAZA,ARAJUNO,R0
860,9026812,-1.01204,-75.81217,Rio Pindoy,Orellana,ORELLANA,AGUARICO,R0
861,9026813,-1.00133,-91.21731,,Galapagos,GALAPAGOS,ISABELA,R0
862,9026818,-0.98969,-77.69876,Rio Misahu,Napo,NAPO,TENA,R0
863,9026819,-0.9676,-77.61113,,Napo,NAPO,TENA,R0
864,9026823,-1.01572,-79.68391,Rio Limon,Guayas,GUAYAS,EMPALME,R0
865,9026824,-1.02889,-79.66466,Rio Congo,Guayas,GUAYAS,EMPALME,R0
866,9026846,-1.02371,-78.59751,Rio Cutuch,Cotopaxi,COTOPAXI,SALCEDO,R0
867,9026847,-1.04076,-78.59258,Quebrada C,Cotopaxi,COTOPAXI,SALCEDO,R0
868,9026852,-1.03725,-76.95041,,Orellana,ORELLANA,ORELLANA,R0
869,9026872,-1.01256,-80.36581,Rio Chico,Manabi,MANABI,PORTOVIEJO,R0
870,9026873,-1.03769,-80.24578,Rio Chamot,Manabi,MANABI,PORTOVIEJO,R0
871,9026881,-1.00699,-78.00779,Rio Verdey,Napo,NAPO,TENA,R0
872,9026889,-1.04764,-79.836,Rio Solano,Manabi,MANABI,PICHINCHA,R0
873,9026890,-0.98382,-79.78574,Rio Daule,Guayas y M,GUAYAS,EMPALME,R0
874,9026894,-1.02633,-77.50379,,Napo,NAPO,TENA,R0
875,9026905,-1.04214,-77.73538,Rio Napo,Napo,NAPO,TENA,R0
876,9026908,-1.05875,-78.41563,Rio Talata,Tungurahua,TUNGURAHUA,SANTIAGO DOMINGO,R0
877,9026920,-1.05205,-78.60244,Rio Cutuch,Cotopaxi,COTOPAXI,SALCEDO,R0
878,9026921,-1.04894,-77.62895,Rio Napo,Napo,NAPO,TENA,R0
879,9026923,-1.02023,-76.51597,Rio Conona,Orellana,ORELLANA,AGUARICO,R0
880,9026927,-1.05785,-80.25059,Rio La Tra,Manabi,MANABI,PORTOVIEJO,R0
881,9026931,-1.06227,-78.4165,Rio Talata,Tungurahua,TUNGURAHUA,SANTIAGO DOMINGO,R0
882,9026940,-1.01303,-78.18821,Rio Mulato,Napo,NAPO,TENA,R0
883,9026945,-1.05258,-78.08046,Rio Yarepa,Napo,NAPO,TENA,R0
884,9026947,-1.05893,-78.68433,Rio Nagsic,Cotopaxi,COTOPAXI,PUJILI,R0
885,9026948,-1.06782,-78.51124,Quebrada C,Cotopaxi,COTOPAXI,SALCEDO,R0
886,9026949,-1.04693,-77.57028,,Napo,NAPO,TENA,R0
